,version,economic,technical
0,augmecon_social_eps41,16603.374277535717,163.3830737085036
1,augmecon_social_eps62,15951.360191856234,163.3830737085036
2,augmecon_social_eps83,15299.346106176754,163.3830737085036
3,augmecon_social_eps104,14647.332020497273,163.3830737085036
4,augmecon_social_eps125,13995.317934817795,163.3830737085036
5,augmecon_social_eps146,13343.303849138314,163.3830737085036
6,augmecon_social_eps167,12691.289763458833,163.3830737085036
7,augmecon_social_eps188,12039.275677779353,163.3830737085036
8,augmecon_social_eps209,11387.261592099872,163.3830737085036
9,augmecon_social_eps230,10735.247506420392,163.3830737085036
10,augmecon_social_eps251,10083.233420740911,163.3830737085036
11,augmecon_social_eps272,9431.219335061433,163.3830737085036
12,augmecon_social_eps293,8779.205249381952,163.3830737085036
13,augmecon_social_eps314,8127.191163702471,163.3830737085036
14,augmecon_social_eps335,7475.177078022991,163.3830737085036
15,augmecon_social_eps356,6823.16299234351,163.3830737085036
16,augmecon_social_eps377,6171.14890666403,163.3830737085036
17,augmecon_social_eps398,5519.134820984549,163.3830737085036
18,augmecon_social_eps419,4867.120735305069,163.3830737085036
19,augmecon_social_eps439,4215.106649625588,166.3585027453307
20,augmecon_social_eps440,4215.106649625588,163.3830737085036
