,config_2_flexible
investment_cost,400.0
avg_p_peak,16.071188034285697
avg_papr,2.037458434495542
avg_daily_peak_increase,0.9999999999999984
total_cost_per_user,27.64229750311906
avg_soc_t_dep_percent,88.03348827556447
lowest_soc_percent,49.76376539984339
highest_soc_percent,100.0
soc_range,50.23623460015661
num_cp,2.0
p_cp_rated,2.4
avg_num_charging_days,2.8
economic_weight,0.1
technical_weight,0.7
social_weight,0.2
objective_value,414.96843494034266
mip_gap,0.9522813378912143
