,config_1_uncoordinated
investment_cost,5000.0
p_peak_increase,11.28
papr,2.2808
avg_soc_t_dep_percent,94.463
avg_soc_to_max_deviation,5.537000000000006
soc_range,52.21601184678135
lowest_soc,47.78398815321865
num_cp,25.0
p_cp_rated,2.4
avg_num_charging_days,7.0
