,objective_value,investor_score,dso_score,user_score,economic_weight,technical_weight,social_weight,pareto_rank,distance_to_ideal
37,660.0228473554482,0.9655172413793104,0.6850867882231675,0.7268833858265705,0.2,0.1,0.7,1,0.4182727298441184
36,652.3430293203226,0.9655172413793104,0.5726065940199137,0.886871019791555,0.2,0.2,0.6,1,0.4434550149455459
40,384.63529321911216,0.9655172413793104,0.8989621846493387,0.5150083922117638,0.1,0.8,0.1,1,0.4966030209311512
46,427.6310154149985,0.9655172413793104,0.4364127275634853,0.9193411060889035,0.1,0.2,0.7,1,0.570373151069968
45,422.6207514699907,0.9655172413793104,0.4358089440053069,0.919425352689003,0.1,0.3,0.6,1,0.5709578636780399
47,432.51251482081994,0.9655172413793104,0.4353695405886853,0.9222723295190918,0.1,0.1,0.8,1,0.5709975543691179
22,1080.694493626932,1.0,0.7095896592305576,0.4907758251182861,0.4,0.0,0.6,1,0.5862144883144615
25,838.0787479296672,1.0,0.6309796434159058,0.4938514883566377,0.3,0.4,0.3,1,0.6263883295626147
27,865.4027164382543,1.0,0.5643584904936892,0.49684144150778464,0.3,0.2,0.5,1,0.6655464369891113
28,875.3302594116861,1.0,0.5204299847918238,0.5083325765787166,0.3,0.1,0.6,1,0.6868218508030259
39,341.7581815882174,1.0,0.848350463365105,0.06777785460995586,0.1,0.9,0.0,1,0.9444764212605813
30,552.9778895829595,1.0,0.8487302251920888,0.06356305092599052,0.2,0.8,0.0,1,0.9485761457898227
57,166.1464067803647,0.0,0.9999999999999378,0.9408140478436988,0.0,0.2,0.8,1,1.0017499572910638
11,1183.8199408094351,1.0,0.8512068854923311,0.0,0.5,0.5,0.0,1,1.0110090953719912
41,398.3596785407468,0.9655172413793104,0.6394050932748427,0.609868953554714,0.1,0.7000000000000001,0.2,2,0.5323720323220515
42,406.21419302608257,0.9655172413793104,0.554243782223203,0.6809720821155283,0.1,0.6000000000000001,0.3,2,0.5492417306782772
43,412.4623927537049,0.9655172413793104,0.529192999121159,0.7127758765718853,0.1,0.5,0.4,2,0.5525812065187076
44,417.6634076096991,0.9655172413793104,0.43448684096565215,0.9177176130316325,0.1,0.4,0.5,2,0.5725072793321605
33,630.3134036298214,1.0,0.6697539557604132,0.4802467705985438,0.2,0.5,0.3,2,0.6157969382914613
13,1242.685747391109,1.0,0.6756864775935697,0.4607288172131289,0.5,0.3,0.2,2,0.6292794843311015
5,1653.2668365257468,1.0,0.6394441048014579,0.48302082673363705,0.7000000000000001,0.1,0.2,2,0.6302920110183804
20,1061.9079765240042,1.0,0.6084199751066984,0.4874655586883274,0.4,0.2,0.4,2,0.6450011390889996
21,1075.6349152728828,1.0,0.5761824457900243,0.48820553508517744,0.4,0.1,0.5,2,0.6644959695693986
14,1251.5029074337924,1.0,0.5659489308663775,0.4893910325044315,0.5,0.2,0.3,2,0.6701655379851542
15,1263.9729525413177,1.0,0.4996009353978187,0.4911919100610582,0.5,0.1,0.4,2,0.7136419944496345
12,1224.0507920356536,1.0,0.6891725567443702,0.32801456949350105,0.5,0.4,0.1,2,0.74039051742566
54,158.37189031054015,0.0,0.9993800224950452,0.9406744858818953,0.0,0.5,0.5,2,1.0017584045055394
56,163.2392724417149,0.0,0.9985568825297984,0.9406744858824977,0.0,0.3,0.7,2,1.0017592521226537
58,168.6283714443623,0.0,0.993472366858626,0.9408140478436988,0.0,0.1,0.9,2,1.0017712248448127
35,647.9704030622017,0.9655172413793104,0.4337717436837601,0.7499779904064531,0.2,0.3,0.5,3,0.6199310479192166
24,823.8704290360971,1.0,0.6570612680924981,0.46893781191078443,0.3,0.5,0.2,3,0.6321661343827514
19,1048.568681556814,1.0,0.6353356624267966,0.4712928902691751,0.4,0.3,0.3,3,0.6422704157733141
34,645.6742710637998,1.0,0.5596391858168589,0.4864148467601687,0.2,0.4,0.4,3,0.6765259465064292
29,887.4162338100102,1.0,0.26840179778099715,0.49096424682175893,0.3,0.0,0.7,3,0.891265015303426
48,437.2787998910294,0.9655172413793104,0.07411448050695157,0.8633303209356222,0.1,0.0,0.9,3,0.9365530721878846
55,160.74428041654951,0.0,0.9989339531205179,0.9405349239212952,0.0,0.4,0.6,3,1.0017670546234765
32,616.6524653159005,1.0,0.6482197620698522,0.4636539750436085,0.2,0.6000000000000001,0.2,4,0.6414174882903596
10,1470.927334310585,1.0,0.4328929613084382,0.4778461574623461,0.6000000000000001,0.0,0.4,4,0.7708793865517157
38,663.7261508002648,0.9655172413793104,0.20992457692404604,0.7424585512387353,0.2,0.0,0.8,4,0.8317065784402523
53,155.96368854546537,0.0,0.9988805489063278,0.9405349239212952,0.0,0.6000000000000001,0.4,4,1.0017671128779368
26,851.4605257996633,1.0,0.5732495316533891,0.45410172211673094,0.3,0.3,0.4,5,0.6929075638423718
9,1466.4042549594667,1.0,0.5826173829436876,0.44677952806184307,0.6000000000000001,0.1,0.3,5,0.6930087586692201
8,1448.0209851642082,1.0,0.6211662092794963,0.4184957887709389,0.6000000000000001,0.2,0.2,5,0.6940188676605262
18,1034.0977940080672,1.0,0.5936564505658797,0.42198503682365074,0.4,0.4,0.2,5,0.7065524593563282
16,1281.2632448107522,1.0,0.43078785890460847,0.4763960808544855,0.5,0.0,0.5,5,0.7734103217018392
52,153.38083340297354,0.0,0.9942893008753974,0.9239017664492841,0.0,0.7000000000000001,0.3,5,1.0029075496944029
59,170.3083107545863,0.0,0.0,0.928335548491512,0.0,0.0,1.0,5,1.4160281754294342
17,1014.077017293643,1.0,0.5771957595122447,0.34015723609901016,0.4,0.5,0.1,6,0.7836809930366596
6,1667.2037547441723,1.0,0.21487079415042706,0.4263846719265202,0.7000000000000001,0.0,0.3,6,0.9723489160166873
3,1857.197277281895,1.0,0.1590495441654301,0.4743187718768572,0.8,0.0,0.2,6,0.9917350567411776
51,148.8161425241993,0.0,0.9560203858564696,0.8571016953371124,0.0,0.8,0.2,6,1.0111152911195347
4,1644.723540231644,1.0,0.5662029403892782,0.26719938844974805,0.7000000000000001,0.2,0.1,7,0.851573029877844
