,objective_value,investor_score,dso_score,user_score,economic_weight,technical_weight,social_weight,pareto_rank,distance_to_ideal
37,731.2564504230943,0.9655172413793104,0.9853926005772096,0.917562801131536,0.2,0.1,0.7,1,0.09054462169156359
25,860.0334495662509,1.0,0.4468240100486367,0.6295692109745478,0.3,0.4,0.3,1,0.665749686681631
57,258.4725969891505,0.2586206896551724,0.9999999999998815,0.9245877936708189,0.0,0.2,0.8,1,0.7452048595324692
28,925.520280734738,1.0,0.3112571989578061,0.6465175282296388,0.3,0.1,0.6,1,0.7741553486454326
8,1462.301304374481,1.0,0.18783631454306246,0.6890721934869267,0.6000000000000001,0.2,0.2,1,0.8696470277290819
39,342.56991560893096,1.0,0.713702464172355,0.07796768112899531,0.1,0.9,0.0,1,0.9654583761424538
11,1190.099875290724,1.0,0.7152932815180234,0.0007114089118804508,0.5,0.5,0.0,1,1.039055149560241
6,1691.270444716281,1.0,0.0,0.6954129654212033,0.7000000000000001,0.0,0.3,1,1.0453579586120274
47,516.6957272599689,0.9655172413793104,0.9844890973182792,0.891007261006658,0.1,0.1,0.8,2,0.11536492490079185
54,219.2474409179177,0.2586206896551724,0.9958104305821414,0.9225794169013185,0.0,0.5,0.5,2,0.7454225519707726
13,1253.405722048822,1.0,0.38307978370751206,0.534736668516876,0.5,0.3,0.2,2,0.7726969139922493
34,674.4325657714478,1.0,0.3087342717851708,0.6389490156047375,0.2,0.4,0.4,2,0.7798757082620065
20,1088.1924736831384,1.0,0.29527703891018586,0.6391193518792597,0.4,0.2,0.4,2,0.7917507777547436
35,695.1823753840712,1.0,0.22720893157804528,0.6393328137539243,0.2,0.3,0.5,2,0.8528111483015498
19,1067.2239442812652,1.0,0.19288891315373793,0.6394492285488171,0.4,0.3,0.3,2,0.8839825593891532
38,745.2267239917659,0.9655172413793104,0.0929878742412258,0.8917260372924827,0.2,0.0,0.8,2,0.9141024602942124
27,902.3351185984276,1.0,0.15111170205295663,0.6414191869661375,0.3,0.2,0.5,2,0.9215158934426764
48,532.4190973379855,0.9655172413793104,0.019846907119721695,0.892470601037374,0.1,0.0,0.9,2,0.986636568228713
9,1482.0393770078126,1.0,0.07571234662221758,0.6428128240533019,0.6000000000000001,0.1,0.3,2,0.9909038020147996
58,271.483740289606,0.0,0.9999999999998815,0.9245877936708189,0.0,0.1,0.9,2,1.002839469139221
30,553.7733544467072,1.0,0.7018967313648921,0.0,0.2,0.8,0.0,2,1.0434872106408086
29,944.907930496798,1.0,0.0,0.6515969076800783,0.3,0.0,0.7,2,1.0589545385605956
46,500.62676952215,0.9655172413793104,0.9770322532049932,0.8874632688995909,0.1,0.2,0.7,3,0.11992119863351128
36,714.0164405202553,0.9655172413793104,0.98414956411057,0.809689516307842,0.2,0.2,0.6,3,0.1940576645307286
52,192.2073667630712,0.2586206896551724,0.9921619936835763,0.8974411925682715,0.0,0.7000000000000001,0.3,3,0.7484804774556294
33,652.2638417063249,1.0,0.30870756706177466,0.6388656023770684,0.2,0.5,0.3,3,0.7799379981666033
26,880.8022847775043,1.0,0.15089991239265024,0.6401249240561596,0.3,0.3,0.4,3,0.922215283467149
16,1316.205482314101,1.0,0.1259939755331589,0.6407054658131356,0.5,0.0,0.5,3,0.9449757103232274
55,232.3276851854679,0.0,0.9967782388153038,0.9234739122751943,0.0,0.4,0.6,3,1.0029290213407904
56,245.85999361442512,0.0,0.9967782388153038,0.9234739122751943,0.0,0.3,0.7,3,1.0029290213407904
53,206.0887961804929,0.0,0.9987324347916406,0.9131932476479667,0.0,0.6000000000000001,0.4,3,1.003761435290012
22,1130.598323082397,1.0,0.027712819176500918,0.6419711109920174,0.4,0.0,0.6,3,1.0361115033421826
14,1274.998014039908,1.0,0.024947219894138943,0.6422749665989939,0.5,0.2,0.3,3,1.0386024858019163
59,284.4948835900505,0.2586206896551724,0.033958792395128466,0.9022518661866782,0.0,0.0,1.0,3,1.2216519939254542
45,484.2124250081263,0.9655172413793104,0.9625018224744498,0.8798069456077655,0.1,0.3,0.6,4,0.13054326594644802
42,434.2746912346737,0.9655172413793104,0.9755681213636166,0.8111331981929532,0.1,0.6000000000000001,0.3,4,0.19353719580643414
15,1295.382992167875,1.0,0.30455460706200954,0.6368101920252345,0.5,0.1,0.4,4,0.7845706667824276
21,1109.699822642037,1.0,0.12591087071475696,0.6403397296239594,0.4,0.1,0.5,4,0.9451916821584927
44,467.68543065694223,0.9655172413793104,0.9530676147033617,0.8707110926003443,0.1,0.4,0.5,5,0.14180032090345074
43,451.27473927385904,0.9655172413793104,0.9642719964058587,0.8077534279285065,0.1,0.5,0.4,5,0.19855552209937571
18,1045.2838801038442,1.0,0.16839715508827682,0.6068242392379173,0.4,0.4,0.2,5,0.9198643761534164
32,629.9086053413314,1.0,0.15273588722106224,0.607769993902265,0.2,0.6000000000000001,0.2,5,0.9336492138306065
10,1501.946199806623,1.0,0.027443818049632026,0.6388390991879439,0.6000000000000001,0.0,0.4,5,1.0374501064269324
12,1225.399286280587,1.0,0.2205485763674035,0.3046383591743376,0.5,0.4,0.1,5,1.0445440791726497
41,415.7936301580248,0.9655172413793104,0.900155044193227,0.7540845429521399,0.1,0.7000000000000001,0.2,6,0.2676424627319199
4,1641.51969001776,1.0,0.12156482875068589,0.492581512500665,0.7000000000000001,0.2,0.1,6,1.014456441422659
51,175.85828570823656,0.0,0.907342827133292,0.8357493166182198,0.0,0.8,0.2,6,1.0176264730612272
24,838.058374651583,1.0,0.14933603744805307,0.36283922364986343,0.3,0.5,0.2,6,1.0628278468800527
3,1877.591165129592,1.0,0.01776184274550204,0.5513644581822994,0.8,0.0,0.2,6,1.0798451958261301
17,1016.936381956587,1.0,0.18271958246221282,0.2723428030049483,0.4,0.5,0.1,6,1.094272487650784
23,808.5732209230268,1.0,0.1607950284529647,0.2955721303464503,0.3,0.6000000000000001,0.1,6,1.0956658285325407
40,390.4107159167923,0.9655172413793104,0.7963052092015996,0.637779700374985,0.1,0.8,0.1,7,0.4169942132703192
31,599.9035141786502,1.0,0.10618079723523825,0.43719355150344696,0.2,0.7000000000000001,0.1,7,1.0562499068403923
50,153.582751308048,0.0,0.8076096847855752,0.7178104763952233,0.0,0.9,0.1,7,1.056714228455639
5,1669.2133978678442,1.0,0.04442569534442481,0.48614061104030537,0.7000000000000001,0.1,0.2,7,1.0849763699454549
1,2056.3233503686697,1.0,0.011924677275925815,0.5489064057420512,0.9,0.0,0.1,7,1.0861759867336593
7,1438.5371845614764,1.0,0.1073924534770541,0.34907102356436265,0.6000000000000001,0.3,0.1,7,1.1047428499308152
2,1853.7498381832152,1.0,0.10859596221945113,0.29504725443820046,0.8,0.1,0.1,7,1.1364680074892497
0,2230.0293773666526,1.0,0.0,0.0,1.0,0.0,0.0,8,1.4142135623730951
49,118.4009392865434,0.0,0.6967338564680574,0.02134708172059794,0.0,1.0,0.0,8,1.4316884745884932
