,objective_value,investor_score,dso_score,user_score,economic_weight,technical_weight,social_weight,pareto_rank,distance_to_ideal
20,1090.8249287450155,1.0,0.051284954600406114,0.6806994016208433,0.4,0.2,0.4,3,1.0010060486794476
56,245.40953902413256,0.0,0.9955520797851894,0.9408236504180253,0.0,0.3,0.7,3,1.0017592646659603
53,206.14793129498787,0.0,0.9982500164998434,0.9314234142691629,0.0,0.6000000000000001,0.4,3,1.0023501436886961
15,1296.9212181938549,1.0,0.000574895622440454,0.6834723300147093,0.5,0.1,0.4,3,1.048351231756997
31,600.0079441620014,1.0,0.20150353184098704,0.2972700374079587,0.2,0.7000000000000001,0.1,3,1.0636851084729115
59,284.4948835900615,0.0,0.05788916638031064,0.9412241924641427,0.0,0.0,1.0,3,1.3751463261686294
36,712.8774488808345,0.9655172413793104,0.9679572498860974,0.9088076050083087,0.2,0.2,0.6,4,0.10262480880018919
55,232.7057222743223,0.0,0.995552079785104,0.9408236504179045,0.0,0.4,0.6,4,1.0017592646659679
18,1045.2315608944614,1.0,0.051953896822875274,0.6516353612678902,0.4,0.4,0.2,4,1.0100244231048499
12,1225.9638155687535,1.0,0.06238898208673745,0.5755414982199663,0.5,0.4,0.1,4,1.0292130200525522
10,1501.794428089955,1.0,0.0014335239922504753,0.6808596412422989,0.6000000000000001,0.0,0.4,4,1.0483251287623174
32,630.4208106703219,1.0,0.06496133440444914,0.40594034651036887,0.2,0.6000000000000001,0.2,4,1.1077924796923515
45,483.00741777439816,0.9655172413793104,0.9583496676303778,0.9067991856263297,0.1,0.3,0.6,5,0.10775065024633541
54,219.2426128061398,0.0,0.994215936738576,0.9400057589630932,0.0,0.5,0.5,5,1.001814735540163
22,1130.5983244277145,1.0,0.0014334016905213128,0.6806813536126503,0.4,0.0,0.6,5,1.048379534896601
14,1275.822188768006,1.0,0.009753761580761742,0.5363914587569193,0.5,0.2,0.3,5,1.0933985971350924
5,1673.2534308198913,1.0,0.04314687050177001,0.47074973777257123,0.7000000000000001,0.1,0.2,5,1.093468678791651
44,466.5202569990129,0.9655172413793104,0.9537749275648981,0.905490694454646,0.1,0.4,0.5,6,0.11071507033095465
42,432.86544685352914,0.9655172413793104,0.9426685515565475,0.9062135581148937,0.1,0.6000000000000001,0.3,6,0.11520352557185662
52,192.2073667630713,0.0,0.989178953764264,0.9170203534801785,0.0,0.7000000000000001,0.3,6,1.0034952500028043
3,1878.2281437802008,1.0,0.0,0.5268470385375513,0.8,0.0,0.2,6,1.1062882648481296
17,1017.3863518646529,1.0,0.0423433458564132,0.3424679400327989,0.4,0.5,0.1,6,1.1616603105513248
41,414.96843494034295,0.9655172413793104,0.8781171471662083,0.7921286957460596,0.1,0.7000000000000001,0.2,7,0.24342343681172265
38,745.1223738420524,0.9655172413793104,0.0027997632955177125,0.9025924781603029,0.2,0.0,0.8,7,1.0025395742994485
48,531.4628835715074,0.9655172413793104,0.0010503654975515906,0.9047088576643117,0.1,0.0,0.9,7,1.0040766079947827
51,175.85828570823656,0.0,0.8720787517683449,0.8606117239394884,0.0,0.8,0.2,7,1.0177391302550305
1,2061.8879272589793,1.0,0.03746237255469651,0.3294356849081187,0.9,0.0,0.1,7,1.1730878845690453
40,390.70959797466105,0.9655172413793104,0.5883834928595801,0.6772422139674071,0.1,0.8,0.1,8,0.5242039660640055
50,153.5827513080489,0.0,0.7343885151199807,0.7527730783456309,0.0,0.9,0.1,8,1.0638000806969625
23,808.6771996209036,1.0,0.020802567061866412,0.31681223245155027,0.3,0.6000000000000001,0.1,8,1.1939736757569093
2,1858.0800157099084,1.0,0.02765142841974308,0.2881070484445048,0.8,0.1,0.1,8,1.2050947345037073
0,2230.0293773666212,1.0,0.0,0.0,1.0,0.0,0.0,9,1.4142135623730951
49,118.16080940955143,0.0,0.5813970114549484,0.04763993436548965,0.0,1.0,0.0,9,1.4429893127234927
