,objective_value,investor_score,dso_score,user_score,economic_weight,technical_weight,social_weight,pareto_rank,distance_to_ideal
37,729.1268903650675,0.9655172413793104,0.9785858561096147,0.9115646141286312,0.2,0.1,0.7,1,0.09730592826168796
43,449.8557444457427,0.9655172413793104,0.953774927565112,0.9170837378731065,0.1,0.5,0.4,1,0.100999626181482
24,837.7362478582393,1.0,0.31049120201155117,0.6519052205596074,0.3,0.5,0.2,1,0.7723939137364634
9,1481.0703721619125,1.0,0.2813219546137671,0.6776971861685742,0.6000000000000001,0.1,0.3,1,0.7876402965337864
34,674.67554510679,1.0,0.28326908565704545,0.6724310999579439,0.2,0.4,0.4,1,0.7880384431292995
27,902.4964395113548,1.0,0.11092551586724737,0.6819549244399268,0.3,0.2,0.5,1,0.9442489652755426
39,342.0973022942293,1.0,0.6007513886195368,0.1218000137353274,0.1,0.9,0.0,1,0.9646940808175922
33,652.3362300843141,1.0,0.06921283046474622,0.6823716809093691,0.2,0.5,0.3,1,0.9834899613416442
25,859.387879791039,1.0,0.06902726210656161,0.682395292397743,0.3,0.4,0.3,1,0.9836579634161052
28,923.6247194191824,1.0,0.06849567630183029,0.6828047589636231,0.3,0.1,0.6,1,0.9840290270131821
30,553.6145527433263,1.0,0.6090953781957565,0.08238049622055311,0.2,0.8,0.0,1,0.9974126413197083
16,1316.196376258836,1.0,0.051413110570666117,0.6828528658022059,0.5,0.0,0.5,1,1.0001996758283282
58,271.48374028959614,0.0,0.9999999999998554,0.9418421398386106,0.0,0.1,0.9,1,1.0016897407373961
8,1461.5364630734966,1.0,0.005516762528681179,0.7286491313518183,0.6000000000000001,0.2,0.2,1,1.0308385923739751
19,1068.435775052679,1.0,0.005801260685555513,0.6895202342780494,0.4,0.3,0.3,1,1.041551159654286
47,515.4220400945302,0.9655172413793104,0.9785858561096051,0.9115646141285796,0.1,0.1,0.8,2,0.09730592826173698
35,695.4040148612081,1.0,0.09265922072435105,0.6809673390783958,0.2,0.3,0.5,2,0.961794743420477
21,1109.9332926060229,1.0,0.07456433463508885,0.6818426347819518,0.4,0.1,0.5,2,0.9785986305794048
11,1184.0884600178836,1.0,0.5988536145347754,0.10024940917103473,0.5,0.5,0.0,2,0.9851241283558567
26,881.3102212020666,1.0,0.051994415818460094,0.682493653246008,0.3,0.3,0.4,2,0.9997624057087009
57,258.47259698915036,0.0,0.9999999999998554,0.9418421398386011,0.0,0.2,0.8,2,1.0016897407373966
4,1644.8147541353476,1.0,0.207000452446965,0.3314907190754392,0.7000000000000001,0.2,0.1,2,1.037185104550577
7,1437.1802525722514,1.0,0.22013083647014114,0.3080433060181996,0.6000000000000001,0.3,0.1,2,1.04259291124148
29,944.9079303924308,1.0,0.001712470486794101,0.6886642220362321,0.3,0.0,0.7,2,1.0457093086617737
46,499.27314979981287,0.9655172413793104,0.967957249886126,0.9090577841802564,0.1,0.2,0.7,3,0.1024025639091021
13,1252.6345317493926,1.0,0.09240487497895085,0.6560291767790364,0.5,0.3,0.2,3,0.9705899433794279
6,1687.3924799210838,1.0,0.05099655571016586,0.6817893466751895,0.7000000000000001,0.0,0.3,3,1.0009323439490658
