,economic_objective,norm_economic_objective,technical_objective,norm_technical_objective,social_objective,norm_social_objective
0,15750.624742271057,0.8973712201057963,1400.0000000000155,1.0527382158393552,494.3083107545863,-1.143181775195134e-06
1,14241.140766823233,0.7947282476746638,1400.000000000012,1.0527382158393521,494.30831075458633,-1.1431817751589948e-06
2,12734.558480781809,0.6922825863979318,1400.0000000000086,1.0527382158393492,494.3083107545863,-1.14318177517034e-06
3,11225.958788818089,0.5896997441084613,1400.0000000000116,1.0527382158393521,494.7266359488304,0.00028195466432316685
4,9717.101037767958,0.4870993541324151,1400.0000000000132,1.0527382158393532,498.9302922942833,0.0031267416231521785
5,8211.680025636148,0.38473265799067524,1400.000000000011,1.0527382158393515,496.7663396231548,0.0016623059432449624
6,6702.669447614425,0.28212187597676247,1400.0000000000132,1.0527382158393532,496.600764037946,0.0015502541419572938
7,5194.9300477405,0.17959753244494148,1400.000000000016,1.0527382158393555,494.8306196533388,0.0003523247093997931
8,4050.1726418963767,0.10175549850514187,1400.0000000000127,1.0527382158393528,542.968039764555,0.03292889465479772
9,3423.878003376939,0.059168267132748406,1400.0000000000211,1.05273821583936,542.9680397645577,0.03292889465479958
10,15750.624742271057,0.8973712201057963,1250.0000000000155,0.9250427779716989,494.3083107545863,-1.143181775195134e-06
11,14241.140766823244,0.7947282476746645,1250.000000000007,0.9250427779716915,494.30831075458633,-1.1431817751595206e-06
12,11226.483130878916,0.589735398695439,1250.0000000000075,0.9250427779716921,494.3449200564298,2.363183689853032e-05
13,11225.411196984993,0.5896625085668178,1250.000000000009,0.9250427779716932,495.6511042162407,0.000907580323239079
14,9718.127068193096,0.4871691228840906,1250.0000000000127,0.9250427779716963,498.8216401746312,0.003053212269743071
15,8210.455835316383,0.38464941462056607,1250.000000000008,0.9250427779716923,495.47724972633654,0.0007899258470000427
16,6702.861865491401,0.2821349601453677,1250.0000000000132,0.925042777971697,494.3083107545858,-1.1431817754949912e-06
17,5195.014075128511,0.1796032461994505,1250.0000000000139,0.9250427779716973,496.72907885289845,0.001637090049130347
18,4048.6735363947396,0.10165356125560579,1249.9999999999875,0.9250427779716751,545.4487430336716,0.034607688478260776
19,3423.847459958819,0.05916619021952837,1249.999999999984,0.9250427779716721,545.2480397645577,0.0344718643300315
20,15750.624742271057,0.8973712201057963,1100.000000000011,0.7973473401040385,494.3083107545863,-1.143181775195134e-06
