,investment_cost,avg_p_peak,avg_papr,avg_daily_peak_increase,total_cost_per_user,avg_soc_t_dep_percent,lowest_soc_percent,highest_soc_percent,soc_range,num_cp,p_cp_rated,avg_num_charging_days,economic_weight,technical_weight,social_weight,objective_value,mip_gap
config_1_opportunistic,3000.0,16.82659067180688,1.9938582753471452,1.0518763003607936,30.430159703240733,63.51050893736515,23.491563536795937,100.0,76.50843646320406,15.0,1.3,4.733333333333333,1.0,0.0,0.0,5367.043026825172,3.3891835680360906e-14
config_1_opportunistic,3000.0,16.52111769563943,1.9418327582425337,1.029590230368087,31.249190732114794,91.2830178285801,55.55986464263691,100.0,44.44013535736309,15.0,2.4,6.066666666666666,0.9,0.0,0.1,4950.625295168228,1.6534178670208143e-13
config_1_opportunistic,3000.0,16.071188034285647,1.888187167345554,0.9999999999999959,31.203292839685396,91.49411614760943,55.467944835023374,100.0,44.532055164976626,15.0,2.4,6.0,0.8,0.1,0.1,4436.703617021358,2.0499334196759537e-13
config_1_opportunistic,3000.0,16.71166866508801,1.9339182141484343,1.041564472430786,33.51711999952692,95.34233443813714,66.91531122164108,100.0,33.084688778358924,15.0,2.4,6.333333333333333,0.8,0.0,0.2,4512.689908949981,0.0
config_1_opportunistic,3000.0,16.071188034285644,1.8888772745881945,0.9999999999999957,31.14704259011044,91.39242600948738,55.207715734346884,100.0,44.792284265653116,15.0,2.4,6.0,0.7000000000000001,0.2,0.1,3922.5242656313344,0.0
config_1_opportunistic,3000.0,16.14424542808265,1.8668215367752874,1.004918209034768,33.59193576904375,95.36373463469901,67.4986250573331,100.0,32.5013749426669,15.0,2.4,6.466666666666667,0.7000000000000001,0.1,0.2,3999.4702829247676,0.0
config_1_opportunistic,3000.0,16.72074256870477,1.9292217053441543,1.0421832519201122,33.97649840347239,96.2949306796532,69.92380631797332,100.0,30.076193682026684,15.0,2.4,6.6,0.7000000000000001,0.0,0.3,4060.8792639794274,2.687579637760537e-13
config_1_opportunistic,3000.0,16.071188034285647,1.8863800826248789,0.9999999999999959,31.370991697571082,91.30758187072189,55.207715734346884,100.0,44.792284265653116,15.0,2.4,6.0,0.6000000000000001,0.30000000000000004,0.1,3408.065231213223,0.0
config_1_opportunistic,3000.0,16.07118803428566,1.862841102412644,0.9999999999999967,33.25407136643075,94.97338626045237,66.81276231992499,100.0,33.187237680075015,15.0,2.4,6.466666666666667,0.6000000000000001,0.2,0.2,3485.4153961070733,0.0
config_1_opportunistic,3000.0,16.144245428082673,1.8621592358607753,1.0049182090347695,33.99284449934345,96.30282134693135,69.92380631797332,100.0,30.076193682026684,15.0,2.4,6.6,0.6000000000000001,0.1,0.3,3547.633106718328,0.0
config_1_opportunistic,3000.0,16.725537296688543,1.9279347419687585,1.0425966761544974,34.10166560708826,96.51758683672546,71.46156611249673,100.0,28.538433887503274,15.0,2.4,6.666666666666667,0.6000000000000001,0.0,0.4,3607.6231716921693,2.647087546046668e-13
