,version,economic,technical
110,augmecon_social_eps242,8474.105954704244,217.5584657830759
111,augmecon_social_eps243,8474.105954704244,211.53897777479014
112,augmecon_social_eps244,8474.105954704244,205.5194897665044
113,augmecon_social_eps245,8474.105954704244,199.50000175821867
114,augmecon_social_eps246,8474.105954704244,193.48051374993292
115,augmecon_social_eps247,8474.105954704244,187.46102574164718
116,augmecon_social_eps248,8474.105954704244,181.44153773336143
117,augmecon_social_eps249,8474.105954704244,175.42204972507568
118,augmecon_social_eps250,8474.105954704244,169.40256171678993
119,augmecon_social_eps251,8474.105954704244,163.38307370850418
120,augmecon_social_eps252,7816.287158249538,283.7728338742191
121,augmecon_social_eps253,7816.287158249538,277.75334586593334
122,augmecon_social_eps255,7816.287158249538,265.71436984936184
123,augmecon_social_eps256,7816.287158249538,259.6948818410761
124,augmecon_social_eps257,7816.287158249538,253.67539383279035
125,augmecon_social_eps258,7816.287158249538,247.6559058245046
126,augmecon_social_eps259,7816.287158249538,241.63641781621888
127,augmecon_social_eps260,7816.287158249538,235.61692980793313
128,augmecon_social_eps261,7816.287158249538,229.59744179964738
129,augmecon_social_eps262,7816.287158249538,223.57795379136164
130,augmecon_social_eps263,7816.287158249538,217.5584657830759
131,augmecon_social_eps264,7816.287158249538,211.53897777479014
132,augmecon_social_eps265,7816.287158249538,205.5194897665044
133,augmecon_social_eps266,7816.287158249538,199.50000175821867
134,augmecon_social_eps267,7816.287158249538,193.48051374993292
135,augmecon_social_eps268,7816.287158249538,187.46102574164718
136,augmecon_social_eps271,7816.287158249538,169.40256171678993
137,augmecon_social_eps272,7816.287158249538,163.38307370850418
138,augmecon_social_eps273,7158.468361794832,283.7728338742191
139,augmecon_social_eps274,7158.468361794832,277.75334586593334
140,augmecon_social_eps276,7158.468361794832,265.71436984936184
141,augmecon_social_eps277,7158.468361794832,259.6948818410761
142,augmecon_social_eps278,7158.468361794832,253.67539383279035
143,augmecon_social_eps279,7158.468361794832,247.6559058245046
144,augmecon_social_eps280,7158.468361794832,241.63641781621888
145,augmecon_social_eps281,7158.468361794832,235.61692980793313
146,augmecon_social_eps282,7158.468361794832,229.59744179964738
147,augmecon_social_eps283,7158.468361794832,223.57795379136164
148,augmecon_social_eps284,7158.468361794832,217.5584657830759
149,augmecon_social_eps285,7158.468361794832,211.53897777479014
150,augmecon_social_eps286,7158.468361794832,205.5194897665044
151,augmecon_social_eps289,7158.468361794832,187.46102574164718
152,augmecon_social_eps290,7158.468361794832,181.44153773336143
153,augmecon_social_eps291,7158.468361794832,175.42204972507568
154,augmecon_social_eps292,7158.468361794832,169.40256171678993
155,augmecon_social_eps293,7158.468361794832,163.38307370850418
156,augmecon_social_eps294,6500.649565340127,283.7728338742191
157,augmecon_social_eps295,6500.649565340127,277.75334586593334
158,augmecon_social_eps296,6500.649565340127,271.7338578576476
159,augmecon_social_eps297,6500.649565340127,265.71436984936184
160,augmecon_social_eps298,6500.649565340127,259.6948818410761
161,augmecon_social_eps299,6500.649565340127,253.67539383279035
162,augmecon_social_eps300,6500.649565340127,247.6559058245046
163,augmecon_social_eps301,6500.649565340127,241.63641781621888
164,augmecon_social_eps302,6500.649565340127,235.61692980793313
165,augmecon_social_eps303,6500.649565340127,229.59744179964738
166,augmecon_social_eps304,6500.649565340127,223.57795379136164
167,augmecon_social_eps305,6500.649565340127,217.5584657830759
168,augmecon_social_eps306,6500.649565340127,211.53897777479014
169,augmecon_social_eps307,6500.649565340127,205.5194897665044
170,augmecon_social_eps308,6500.649565340127,199.50000175821867
171,augmecon_social_eps309,6500.649565340127,193.48051374993292
172,augmecon_social_eps310,6500.649565340127,187.46102574164718
173,augmecon_social_eps311,6500.649565340127,181.44153773336143
174,augmecon_social_eps312,6500.649565340127,175.42204972507568
175,augmecon_social_eps313,6500.649565340127,169.40256171678993
176,augmecon_social_eps314,6500.649565340127,163.38307370850418
177,augmecon_social_eps315,5842.83076888542,283.7728338742191
178,augmecon_social_eps316,5842.83076888542,277.75334586593334
179,augmecon_social_eps317,5842.83076888542,271.7338578576476
180,augmecon_social_eps318,5842.83076888542,265.71436984936184
181,augmecon_social_eps319,5842.83076888542,259.6948818410761
182,augmecon_social_eps320,5842.83076888542,253.67539383279035
183,augmecon_social_eps321,5842.83076888542,247.6559058245046
184,augmecon_social_eps322,5842.83076888542,241.63641781621888
185,augmecon_social_eps323,5842.83076888542,235.61692980793313
186,augmecon_social_eps324,5842.83076888542,229.59744179964738
187,augmecon_social_eps325,5842.83076888542,223.57795379136164
188,augmecon_social_eps334,5842.83076888542,169.40256171678993
189,augmecon_social_eps335,5842.83076888542,163.38307370850418
190,augmecon_social_eps336,5185.011972430715,283.7728338742191
191,augmecon_social_eps337,5185.011972430715,277.75334586593334
192,augmecon_social_eps338,5185.011972430715,271.7338578576476
193,augmecon_social_eps339,5185.011972430715,265.71436984936184
194,augmecon_social_eps340,5185.011972430715,259.6948818410761
195,augmecon_social_eps341,5185.011972430715,253.67539383279035
196,augmecon_social_eps342,5185.011972430715,247.6559058245046
197,augmecon_social_eps343,5185.011972430715,241.63641781621888
198,augmecon_social_eps344,5185.011972430715,235.61692980793313
199,augmecon_social_eps345,5185.011972430715,229.59744179964738
200,augmecon_social_eps356,5185.011972430715,163.38307370850418
201,augmecon_social_eps357,4527.19317597601,283.7728338742191
202,augmecon_social_eps358,4527.19317597601,277.75334586593334
203,augmecon_social_eps360,4527.19317597601,265.71436984936184
204,augmecon_social_eps361,4527.19317597601,259.6948818410761
205,augmecon_social_eps362,4527.19317597601,253.67539383279035
206,augmecon_social_eps363,4527.19317597601,247.6559058245046
207,augmecon_social_eps364,4527.19317597601,241.63641781621888
208,augmecon_social_eps365,4527.19317597601,235.61692980793313
209,augmecon_social_eps366,4527.19317597601,229.59744179964738
210,augmecon_social_eps367,4527.19317597601,223.57795379136164
211,augmecon_social_eps368,4527.19317597601,217.5584657830759
212,augmecon_social_eps371,4527.19317597601,199.50000175821867
213,augmecon_social_eps372,4527.19317597601,193.48051374993292
214,augmecon_social_eps374,4527.19317597601,181.44153773336143
215,augmecon_social_eps375,4527.19317597601,175.42204972507568
216,augmecon_social_eps376,4527.19317597601,169.40256171678993
217,augmecon_social_eps377,4527.19317597601,163.38307370850418
218,augmecon_social_eps378,3869.374379521303,283.7728338742191
219,augmecon_social_eps379,3869.374379521303,277.75334586593334
220,augmecon_social_eps380,3869.374379521303,271.7338578576476
221,augmecon_social_eps381,3869.374379521303,265.71436984936184
222,augmecon_social_eps382,3869.374379521303,259.6948818410761
223,augmecon_social_eps383,3869.374379521303,253.67539383279035
224,augmecon_social_eps384,3869.374379521303,247.6559058245046
225,augmecon_social_eps385,3869.374379521303,241.63641781621888
226,augmecon_social_eps386,3869.374379521303,235.61692980793313
227,augmecon_social_eps387,3869.374379521303,229.59744179964738
228,augmecon_social_eps388,3869.374379521303,223.57795379136164
229,augmecon_social_eps389,3869.374379521303,217.5584657830759
230,augmecon_social_eps390,3869.374379521303,211.53897777479014
231,augmecon_social_eps391,3869.374379521303,205.5194897665044
232,augmecon_social_eps392,3869.374379521303,199.50000175821867
233,augmecon_social_eps393,3869.374379521303,193.48051374993292
234,augmecon_social_eps394,3869.374379521303,187.46102574164718
235,augmecon_social_eps395,3869.374379521303,181.44153773336143
236,augmecon_social_eps396,3869.374379521303,175.42204972507568
237,augmecon_social_eps397,3869.374379521303,169.40256171678993
238,augmecon_social_eps398,3869.374379521303,163.38307370850418
239,augmecon_social_eps403,3211.555583066598,259.6948818410761
240,augmecon_social_eps404,3211.555583066598,253.67539383279035
241,augmecon_social_eps405,3211.555583066598,247.6559058245046
242,augmecon_social_eps406,3211.555583066598,241.63641781621888
243,augmecon_social_eps407,3211.555583066598,235.61692980793313
244,augmecon_social_eps408,3211.555583066598,229.59744179964738
245,augmecon_social_eps409,3211.555583066598,223.57795379136164
246,augmecon_social_eps410,3211.555583066598,217.5584657830759
247,augmecon_social_eps411,3211.555583066598,211.53897777479014
248,augmecon_social_eps412,3211.555583066598,205.5194897665044
249,augmecon_social_eps413,3211.555583066598,199.50000175821867
250,augmecon_social_eps414,3211.555583066598,193.48051374993292
251,augmecon_social_eps415,3211.555583066598,187.46102574164718
252,augmecon_social_eps416,3211.555583066598,181.44153773336143
253,augmecon_social_eps417,3211.555583066598,175.42204972507568
254,augmecon_social_eps418,3211.555583066598,169.40256171678993
255,augmecon_social_eps419,3211.555583066598,163.38307370850418
256,augmecon_social_eps420,2553.736786611891,283.7728338742191
257,augmecon_social_eps421,2553.736786611891,277.75334586593334
258,augmecon_social_eps422,2553.736786611891,271.7338578576476
259,augmecon_social_eps423,2553.736786611891,265.71436984936184
260,augmecon_social_eps424,2553.736786611891,259.6948818410761
261,augmecon_social_eps425,2553.736786611891,253.67539383279035
262,augmecon_social_eps426,2553.736786611891,247.6559058245046
263,augmecon_social_eps427,2553.736786611891,241.63641781621888
264,augmecon_social_eps428,2553.736786611891,235.61692980793313
265,augmecon_social_eps429,2553.736786611891,229.59744179964738
266,augmecon_social_eps430,2553.736786611891,223.57795379136164
267,augmecon_social_eps431,2553.736786611891,217.5584657830759
268,augmecon_social_eps432,2553.736786611891,211.53897777479014
269,augmecon_social_eps433,2553.736786611891,205.5194897665044
270,augmecon_social_eps434,2553.736786611891,199.50000175821867
271,augmecon_social_eps435,2553.736786611891,193.48051374993292
272,augmecon_social_eps436,2553.736786611891,187.46102574164718
273,augmecon_social_eps437,2553.736786611891,181.44153773336143
274,augmecon_social_eps438,2553.736786611891,175.42204972507568
275,augmecon_social_eps439,2553.736786611891,169.40256171678993
276,augmecon_social_eps440,2553.736786611891,163.38307370850418
