,version,soc_t_dep
187,Socio-techno-economic,100.0
188,Socio-techno-economic,87.01579759884567
189,Socio-techno-economic,100.0
190,Socio-techno-economic,100.0
191,Socio-techno-economic,100.0
192,Socio-techno-economic,100.0
193,Socio-techno-economic,100.0
194,Socio-techno-economic,100.0
195,Socio-techno-economic,100.0
196,Socio-techno-economic,97.34267331779037
197,Socio-techno-economic,51.913712456570224
198,Socio-techno-economic,95.37377060299744
199,Socio-techno-economic,100.0
200,Socio-techno-economic,100.0
201,Socio-techno-economic,100.0
202,Socio-techno-economic,100.0
203,Socio-techno-economic,100.0
204,Socio-techno-economic,95.74048599590296
205,Socio-techno-economic,100.0
206,Socio-techno-economic,88.80063210001774
207,Socio-techno-economic,47.78398815321865
208,Socio-techno-economic,70.439456759725
209,Socio-techno-economic,100.0
210,Socio-techno-economic,100.0
211,Socio-techno-economic,100.0
212,Socio-techno-economic,100.0
213,Socio-techno-economic,91.03902549906755
214,Socio-techno-economic,100.0
215,Socio-techno-economic,61.85939333294714
216,Socio-techno-economic,94.279731118516
217,Socio-techno-economic,100.0
218,Socio-techno-economic,100.0
219,Socio-techno-economic,100.0
220,Socio-techno-economic,100.0
221,Socio-techno-economic,100.0
222,Socio-techno-economic,92.43245422313012
223,Socio-techno-economic,100.0
224,Socio-techno-economic,100.0
225,Socio-techno-economic,100.0
226,Socio-techno-economic,100.0
227,Socio-techno-economic,100.0
228,Socio-techno-economic,100.0
229,Socio-techno-economic,90.02110907300411
230,Socio-techno-economic,100.0
231,Socio-techno-economic,58.116835413536286
232,Socio-techno-economic,100.0
233,Socio-techno-economic,100.0
234,Socio-techno-economic,100.0
235,Socio-techno-economic,100.0
236,Socio-techno-economic,100.0
237,Socio-techno-economic,100.0
238,Socio-techno-economic,100.0
239,Socio-techno-economic,52.74333049984404
240,Socio-techno-economic,73.91878663927235
241,Socio-techno-economic,100.0
242,Socio-techno-economic,100.0
243,Socio-techno-economic,100.0
244,Socio-techno-economic,100.0
245,Socio-techno-economic,100.0
246,Socio-techno-economic,100.0
247,Socio-techno-economic,100.0
248,Socio-techno-economic,99.86803308317609
