Once_DEPTIME,Once_ARRTIME,Twice_1st_DEPTIME,Twice_2nd_DEPTIME,Twice_1st_ARRTIME,Twice_2nd_ARRTIME,Three_1st_DEPTIME,Three _2nd_DEPTIME,Three_3rd_DEPTIME,Three_1st_ARRTIME,Three _2nd_ARRTIME,Three_3rd_ARRTIME
715,1200,645,780,780,1260,,,,,,
420,1270,480,910,1030,1145,,,,,,
360,515,1020,1185,922,1068,,,,,,
945,1190,440,745,755,1030,,,,,,
525,635,660,1065,885,1125,,,,,,
415,855,375,1125,665,1095,,,,,,
710,640,500,900,820,1080,,,,,,
460,505,510,1005,620,755,,,,,,
480,920,510,940,790,900,,,,,,
990,615,510,900,585,750,,,,,,
735,1060,540,900,1020,1155,,,,,,
660,1060,840,1305,695,795,,,,,,
495,1035,750,850,490,1325,,,,,,
570,960,630,810,618,1236,,,,,,
1020,1430,510,555,710,955,,,,,,
720,1085,553,1015,1080,1200,,,,,,
690,640,710,880,580,710,,,,,,
600,990,555,690,825,1065,,,,,,
690,900,525,585,585,640,,,,,,
915,1150,540,1075,780,1030,,,,,,
900,785,420,600,1015,1427,,,,,,
1200,760,840,1080,627,1226,,,,,,
480,1298,570,990,1010,1470,,,,,,
885,695,480,840,1055,1110,,,,,,
960,1220,520,870,930,1060,,,,,,
510,1260,390,510,740,1260,,,,,,
1060,990,600,1020,860,915,,,,,,
465,1087,670,960,660,1305,,,,,,
855,1220,515,920,885,1540,,,,,,
1160,675,710,990,685,995,,,,,,
1095,890,510,925,990,1275,,,,,,
840,1016,530,900,635,1265,,,,,,
870,605,570,690,765,955,,,,,,
750,1247,730,1005,470,615,,,,,,
600,710,530,720,742,960,,,,,,
900,810,510,735,817,1025,,,,,,
540,620,750,1005,855,1045,,,,,,
500,1205,750,1080,910,1170,,,,,,
510,1110,500,900,690,935,,,,,,
810,590,570,760,500,678,,,,,,
570,945,495,795,730,945,,,,,,
500,1090,510,925,640,746,,,,,,
485,690,465,875,700,830,,,,,,
780,1210,540,660,560,1085,,,,,,
780,835,600,815,698,1468,,,,,,
645,1070,510,1110,620,822,,,,,,
410,505,670,1055,750,960,,,,,,
400,990,460,675,650,1170,,,,,,
420,1065,510,630,550,1000,,,,,,
600,990,750,1110,705,990,,,,,,
1050,652,480,600,526,928,,,,,,
900,600,405,1135,765,870,,,,,,
625,1395,495,750,490,960,,,,,,
570,1000,570,830,945,1040,,,,,,
646,995,600,900,800,985,,,,,,
420,1490,585,975,685,750,,,,,,
435,873,480,900,630,1160,,,,,,
750,1020,480,1100,926,1140,,,,,,
525,765,480,900,555,965,,,,,,
1005,1100,520,890,587,828,,,,,,
720,860,735,1080,560,945,,,,,,
600,1245,840,1050,995,1120,,,,,,
722,700,604,918,835,1350,,,,,,
870,855,510,980,535,930,,,,,,
450,1110,550,1145,585,1020,,,,,,
540,1140,465,635,930,1365,,,,,,
830,990,510,915,660,825,,,,,,
1020,450,540,985,785,1205,,,,,,
690,810,480,970,525,870,,,,,,
825,1120,480,975,800,1005,,,,,,
510,745,870,1095,555,720,,,,,,
780,965,510,922,935,1180,,,,,,
690,1160,530,920,720,1325,,,,,,
1035,860,570,740,750,900,,,,,,
660,965,510,720,885,1410,,,,,,
630,663,840,915,650,830,,,,,,
610,785,390,1245,1060,1320,,,,,,
570,765,890,1050,525,945,,,,,,
780,650,510,920,870,1470,,,,,,
930,880,505,905,1025,1230,,,,,,
1290,1220,510,1170,940,1125,,,,,,
480,850,780,1080,570,955,,,,,,
540,925,510,885,535,960,,,,,,
735,975,510,915,825,1200,,,,,,
870,613,495,915,550,780,,,,,,
660,1125,450,750,770,910,,,,,,
1170,1020,519,914,1025,1160,,,,,,
500,1028,635,725,645,960,,,,,,
500,880,520,920,770,990,,,,,,
600,1040,1145,1200,635,729,,,,,,
660,990,540,600,600,1050,,,,,,
1095,1200,555,825,795,985,,,,,,
490,927,480,750,770,1380,,,,,,
990,650,500,810,840,1275,,,,,,
1200,605,540,1050,555,960,,,,,,
1170,720,590,810,475,1250,,,,,,
600,1195,410,540,545,960,,,,,,
690,1027,465,630,650,940,,,,,,
777,880,500,890,540,935,,,,,,
510,1160,470,1020,640,827,,,,,,
1105,655,660,889,535,870,,,,,,
600,1138,540,930,910,1145,,,,,,
585,1335,540,1020,1175,1298,,,,,,
700,880,570,1240,945,1120,,,,,,
520,1200,800,1065,910,1465,,,,,,
495,1014,480,1185,670,875,,,,,,
540,1125,530,1155,1110,1220,,,,,,
445,920,425,1010,1040,1145,,,,,,
690,525,540,1010,518,962,,,,,,
510,945,615,720,1090,1255,,,,,,
1320,1365,590,1130,789,995,,,,,,
1095,1370,600,1165,560,955,,,,,,
935,1125,660,900,740,1370,,,,,,
1065,1065,515,780,825,1000,,,,,,
600,405,690,1150,720,1016,,,,,,
1100,1055,705,880,760,955,,,,,,
495,410,530,920,960,1095,,,,,,
510,900,510,780,930,1030,,,,,,
1050,970,750,1050,514,938,,,,,,
660,1420,420,770,1015,1185,,,,,,
735,885,536,970,650,930,,,,,,
1040,1092,525,910,765,940,,,,,,
1090,1095,1017,1195,915,1070,,,,,,
740,685,520,915,525,935,,,,,,
970,1145,660,855,900,1310,,,,,,
600,1190,570,690,725,947,,,,,,
1080,825,480,1125,715,930,,,,,,
510,1270,720,975,560,770,,,,,,
500,845,540,660,1005,1340,,,,,,
735,735,540,1015,750,945,,,,,,
645,1060,555,855,520,905,,,,,,
972,1020,525,1055,600,1260,,,,,,
930,931,485,890,899,1039,,,,,,
1112,710,540,615,825,960,,,,,,
600,590,440,650,580,685,,,,,,
660,1005,600,635,435,1170,,,,,,
960,1080,675,945,730,1105,,,,,,
705,915,535,880,990,1360,,,,,,
705,910,495,750,545,945,,,,,,
720,968,620,980,546,945,,,,,,
630,560,810,870,907,1118,,,,,,
660,1205,420,790,543,1116,,,,,,
960,645,540,1100,670,890,,,,,,
960,700,660,1080,845,1090,,,,,,
840,580,450,600,630,1380,,,,,,
430,1140,1050,1290,645,820,,,,,,
525,1040,620,761,890,1010,,,,,,
540,590,630,1020,1065,1220,,,,,,
570,665,795,995,480,1030,,,,,,
535,810,805,1370,745,1290,,,,,,
510,1005,775,1230,970,1365,,,,,,
575,1280,600,1100,607,942,,,,,,
585,725,500,1050,952,1122,,,,,,
1035,796,510,1080,525,950,,,,,,
585,675,950,1195,555,960,,,,,,
900,855,525,1080,656,945,,,,,,
1200,755,555,1020,530,710,,,,,,
615,730,570,1170,1002,1335,,,,,,
630,610,470,795,760,1031,,,,,,
525,570,630,860,555,640,,,,,,
600,1050,465,730,619,1025,,,,,,
1140,760,480,1110,865,950,,,,,,
510,1095,615,705,600,975,,,,,,
840,870,525,885,550,715,,,,,,
465,990,660,840,605,1100,,,,,,
480,1055,600,690,555,750,,,,,,
810,1365,450,580,630,1050,,,,,,
480,665,960,1110,895,1290,,,,,,
985,1005,630,810,707,1065,,,,,,
720,610,645,830,550,1125,,,,,,
750,965,555,693,575,928,,,,,,
1140,610,890,1130,412,516,,,,,,
630,1500,480,1115,810,1145,,,,,,
1155,1091,540,590,750,940,,,,,,
600,925,420,1105,620,960,,,,,,
510,675,580,900,628,910,,,,,,
600,1070,720,1080,635,1050,,,,,,
600,1180,540,975,810,1185,,,,,,
480,610,810,1170,545,845,,,,,,
645,635,671,880,605,815,,,,,,
1110,915,1240,1635,905,1032,,,,,,
540,1440,553,707,700,992,,,,,,
630,875,825,1165,850,1145,,,,,,
630,560,600,1130,540,960,,,,,,
630,930,510,900,750,900,,,,,,
390,820,475,545,570,815,,,,,,
1410,1045,870,1070,525,935,,,,,,
465,715,870,960,550,960,,,,,,
630,685,510,905,800,1370,,,,,,
1160,885,450,1020,595,955,,,,,,
600,860,470,910,575,755,,,,,,
645,840,570,1110,660,885,,,,,,
450,750,480,915,515,780,,,,,,
570,1340,540,975,525,790,,,,,,
990,620,480,1140,775,1395,,,,,,
615,785,665,885,500,1030,,,,,,
730,645,705,850,642,960,,,,,,
480,925,300,1170,615,975,,,,,,
1020,1350,510,900,607,880,,,,,,
780,575,600,705,750,1055,,,,,,
840,1103,460,1035,791,1422,,,,,,
600,1530,890,1110,645,1010,,,,,,
585,785,425,615,545,960,,,,,,
530,735,540,810,550,990,,,,,,
570,1035,682,1050,550,930,,,,,,
540,1065,600,840,930,1240,,,,,,
600,1050,660,1110,910,1095,,,,,,
625,1146,510,900,738,1007,,,,,,
630,615,350,1185,945,1160,,,,,,
435,1055,505,930,1105,1365,,,,,,
660,1095,525,890,1035,1315,,,,,,
450,830,555,705,495,840,,,,,,
750,760,530,840,635,1095,,,,,,
600,745,525,870,1085,1280,,,,,,
510,663,500,800,820,1280,,,,,,
518,760,510,905,960,1145,,,,,,
960,945,525,1085,570,915,,,,,,
780,1170,510,765,550,970,,,,,,
525,1227,670,975,990,1185,,,,,,
600,1090,780,1080,653,958,,,,,,
685,795,520,1060,917,1030,,,,,,
630,1005,660,1050,1140,1415,,,,,,
590,990,540,810,565,1095,,,,,,
480,1050,510,1050,606,764,,,,,,
520,525,1135,1230,570,978,,,,,,
1045,1174,535,705,790,995,,,,,,
625,1005,720,1160,880,1055,,,,,,
975,690,480,880,965,1220,,,,,,
765,1335,570,890,525,925,,,,,,
570,1335,480,900,930,1225,,,,,,
480,1285,490,1110,945,1185,,,,,,
1200,1300,510,900,550,940,,,,,,
1050,1215,590,1110,670,955,,,,,,
675,1070,500,1155,520,940,,,,,,
710,960,460,1290,510,810,,,,,,
600,1015,870,1020,531,937,,,,,,
630,905,480,600,717,1205,,,,,,
550,990,520,890,550,960,,,,,,
870,1205,540,630,1175,1270,,,,,,
960,940,600,1240,570,710,,,,,,
1130,855,660,1110,615,1320,,,,,,
510,923,600,900,655,945,,,,,,
1020,771,681,849,575,940,,,,,,
600,795,395,890,665,1300,,,,,,
930,895,495,895,690,1065,,,,,,
960,645,660,1020,485,930,,,,,,
1155,610,500,915,590,800,,,,,,
570,520,585,945,530,920,,,,,,
930,660,540,690,720,1330,,,,,,
775,885,420,990,730,1070,,,,,,
485,915,510,1260,880,965,,,,,,
600,1025,485,785,630,1075,,,,,,
660,1110,780,1080,1370,1475,,,,,,
630,810,885,1035,935,1210,,,,,,
900,725,510,915,810,1275,,,,,,
1095,1245,930,1095,830,975,,,,,,
825,1005,530,990,875,1340,,,,,,
1140,780,510,740,990,1095,,,,,,
725,638,530,825,685,1030,,,,,,
1080,725,720,990,690,990,,,,,,
540,1470,600,1140,990,1090,,,,,,
800,1080,540,960,665,1280,,,,,,
570,1062,570,870,690,1235,,,,,,
645,1180,910,1095,780,925,,,,,,
1110,1050,490,595,707,845,,,,,,
1045,1105,675,1050,717,1290,,,,,,
465,940,775,915,865,918,,,,,,
585,1060,585,780,548,944,,,,,,
530,1190,510,610,522,807,,,,,,
690,975,560,795,1025,1115,,,,,,
830,725,865,940,990,1245,,,,,,
286,1050,420,1095,745,805,,,,,,
690,950,645,740,655,1003,,,,,,
510,949,500,795,540,930,,,,,,
510,1215,495,870,1025,1208,,,,,,
515,710,885,990,540,940,,,,,,
480,1030,630,870,765,900,,,,,,
630,1410,340,630,675,1055,,,,,,
1090,975,650,775,780,1040,,,,,,
1200,970,530,770,635,845,,,,,,
660,1425,690,1000,667,1201,,,,,,
570,840,525,915,590,885,,,,,,
820,695,775,880,970,1125,,,,,,
660,1125,425,1055,580,935,,,,,,
690,655,1025,1140,485,1050,,,,,,
675,1240,435,520,630,665,,,,,,
1170,745,490,550,740,998,,,,,,
1100,815,650,1140,590,900,,,,,,
405,917,930,1200,1040,1395,,,,,,
600,720,1010,1200,975,1130,,,,,,
780,1217,660,1020,855,910,,,,,,
1250,1065,690,830,442,815,,,,,,
495,960,495,735,765,1150,,,,,,
480,930,650,790,715,1275,,,,,,
570,633,750,1170,460,630,,,,,,
1110,1125,485,875,700,910,,,,,,
620,1325,460,775,900,1385,,,,,,
670,1410,450,890,900,1040,,,,,,
540,635,450,900,847,1480,,,,,,
975,660,480,870,790,1246,,,,,,
1110,870,550,665,870,1410,,,,,,
1150,915,840,975,570,1230,,,,,,
1256,800,480,930,840,1070,,,,,,
1140,1410,420,885,900,1340,,,,,,
1120,1260,480,960,960,1210,,,,,,
795,755,585,840,770,1380,,,,,,
420,700,795,1080,720,1050,,,,,,
495,972,420,900,850,1025,,,,,,
465,740,510,880,525,990,,,,,,
506,530,505,730,625,820,,,,,,
480,660,720,1125,960,1015,,,,,,
495,980,1070,1350,750,1250,,,,,,
1085,1030,420,805,1185,1400,,,,,,
660,900,370,660,682,850,,,,,,
705,1005,525,945,682,1165,,,,,,
960,1070,810,1135,750,1030,,,,,,
600,990,495,1035,695,825,,,,,,
375,552,810,980,678,798,,,,,,
1185,1365,910,1230,675,1070,,,,,,
525,1140,630,930,983,1094,,,,,,
530,985,771,1138,785,1020,,,,,,
600,1165,720,835,681,865,,,,,,
960,860,480,875,670,750,,,,,,
655,1305,620,825,980,1357,,,,,,
555,1115,450,1035,705,1080,,,,,,
570,920,520,920,690,987,,,,,,
600,1210,660,985,790,940,,,,,,
930,1255,570,720,678,779,,,,,,
465,840,590,890,655,780,,,,,,
600,1295,500,600,925,1185,,,,,,
690,680,630,1070,770,1230,,,,,,
780,1215,660,900,635,980,,,,,,
480,930,690,785,750,1095,,,,,,
990,665,490,1125,580,1465,,,,,,
960,770,955,975,1110,1335,,,,,,
450,840,660,840,750,930,,,,,,
500,1425,630,870,1295,1670,,,,,,
590,1425,600,830,683,834,,,,,,
750,997,525,1080,970,1215,,,,,,
530,1055,525,900,648,1285,,,,,,
585,1123,480,905,690,960,,,,,,
915,655,525,660,540,645,,,,,,
960,925,510,735,915,1020,,,,,,
1295,720,505,910,905,1020,,,,,,
600,1025,520,855,1005,1065,,,,,,
555,995,485,855,710,1370,,,,,,
480,750,840,930,510,945,,,,,,
840,1010,510,1005,615,1020,,,,,,
720,760,630,810,700,1060,,,,,,
595,795,615,840,735,1110,,,,,,
840,695,930,1020,685,1020,,,,,,
885,1365,925,1120,850,945,,,,,,
1080,1335,517,761,780,1035,,,,,,
360,1105,504,905,420,1061,,,,,,
890,1015,885,1085,595,960,,,,,,
540,1125,650,880,675,980,,,,,,
730,885,525,720,1090,1260,,,,,,
330,1170,510,920,590,1027,,,,,,
400,620,816,1110,630,1005,,,,,,
750,730,490,870,710,1125,,,,,,
450,1150,510,900,605,945,,,,,,
480,1225,510,915,361,1330,,,,,,
660,710,510,840,590,940,,,,,,
610,680,495,900,900,975,,,,,,
330,797,720,890,690,765,,,,,,
495,1362,540,660,655,940,,,,,,
1080,785,660,1140,720,860,,,,,,
690,1260,510,925,558,910,,,,,,
1185,1105,560,900,520,820,,,,,,
520,1021,600,975,945,1085,,,,,,
660,965,660,1035,535,940,,,,,,
620,636,495,800,585,925,,,,,,
690,1230,535,1025,1035,1215,,,,,,
870,600,375,750,945,1200,,,,,,
600,905,330,1060,675,1050,,,,,,
750,1102,902,1050,750,990,,,,,,
435,1165,520,920,468,790,,,,,,
835,960,480,1005,645,1230,,,,,,
570,935,910,939,870,945,,,,,,
450,520,825,1105,765,1275,,,,,,
705,1010,520,910,725,850,,,,,,
630,740,615,690,572,1140,,,,,,
500,935,615,1170,565,810,,,,,,
570,1150,630,1155,586,1055,,,,,,
540,1375,600,945,1150,1365,,,,,,
540,695,450,975,520,930,,,,,,
660,1245,525,910,520,940,,,,,,
660,785,570,1040,660,960,,,,,,
510,1185,495,900,905,1270,,,,,,
960,1102,510,640,950,1255,,,,,,
600,685,970,1230,1020,1320,,,,,,
765,700,615,925,1020,1085,,,,,,
630,1065,520,885,890,1040,,,,,,
1020,930,320,430,540,927,,,,,,
535,1520,720,1125,940,1255,,,,,,
830,950,510,910,610,650,,,,,,
630,580,480,840,640,1260,,,,,,
810,675,495,1185,1020,1300,,,,,,
1140,740,505,895,755,930,,,,,,
600,1025,1010,1250,735,916,,,,,,
690,1440,510,1105,415,910,,,,,,
840,945,500,920,515,980,,,,,,
520,1265,650,960,990,1056,,,,,,
630,710,495,885,510,965,,,,,,
450,1185,660,1005,940,1030,,,,,,
645,815,495,900,555,1150,,,,,,
830,1010,690,1140,660,1020,,,,,,
480,960,480,890,570,855,,,,,,
480,1240,630,1020,565,1025,,,,,,
725,1040,900,1110,750,1260,,,,,,
600,1055,582,920,1170,1285,,,,,,
715,1125,480,810,545,835,,,,,,
660,930,485,1085,880,1300,,,,,,
735,1070,420,895,935,1250,,,,,,
570,820,480,675,540,960,,,,,,
660,985,900,1020,1000,1340,,,,,,
600,670,340,1050,546,999,,,,,,
570,615,560,650,615,780,,,,,,
1080,1205,500,576,780,1020,,,,,,
510,945,525,920,930,1055,,,,,,
540,595,510,600,460,1155,,,,,,
325,915,645,990,870,1235,,,,,,
585,945,600,1200,735,915,,,,,,
755,645,600,720,795,1185,,,,,,
1140,1105,600,1040,810,955,,,,,,
750,950,528,926,930,1115,,,,,,
500,1110,510,900,735,820,,,,,,
960,1425,525,915,565,635,,,,,,
690,460,525,905,1080,1180,,,,,,
1335,900,515,910,685,940,,,,,,
780,1005,485,710,550,1080,,,,,,
600,623,540,720,520,930,,,,,,
480,990,540,600,910,1060,,,,,,
480,940,600,960,750,960,,,,,,
540,1120,465,660,725,875,,,,,,
930,960,525,690,693,995,,,,,,
570,1000,525,855,669,1118,,,,,,
555,660,480,1080,480,690,,,,,,
620,975,760,1050,930,1050,,,,,,
1080,755,450,585,570,960,,,,,,
1140,895,480,920,562,1100,,,,,,
760,1020,660,705,510,725,,,,,,
660,813,500,900,720,1300,,,,,,
590,640,450,932,1000,1335,,,,,,
900,870,720,900,1140,1320,,,,,,
570,545,605,945,700,1160,,,,,,
525,1410,580,945,780,975,,,,,,
630,755,600,1020,785,1540,,,,,,
1170,1040,570,1130,640,1005,,,,,,
335,1040,540,930,560,960,,,,,,
1180,915,510,910,970,1235,,,,,,
1020,1485,330,905,501,840,,,,,,
675,1230,530,920,443,1230,,,,,,
1050,1147,478,1030,690,1080,,,,,,
600,1335,780,1020,600,960,,,,,,
750,775,510,905,555,975,,,,,,
1080,880,480,900,885,1005,,,,,,
1020,956,510,930,600,990,,,,,,
960,715,480,600,490,1275,,,,,,
735,630,480,1010,585,940,,,,,,
510,975,615,680,650,1290,,,,,,
525,736,855,975,770,900,,,,,,
705,1035,495,630,900,1350,,,,,,
1020,540,540,600,785,895,,,,,,
630,1100,660,1030,675,755,,,,,,
660,740,570,690,940,1305,,,,,,
660,1035,900,1050,1285,1441,,,,,,
510,1105,480,1020,675,755,,,,,,
1110,1330,750,1110,765,1450,,,,,,
810,660,840,1070,550,870,,,,,,
900,1030,570,780,443,855,,,,,,
660,935,435,865,846,1305,,,,,,
705,855,610,1092,875,1340,,,,,,
780,790,645,900,980,1125,,,,,,
495,840,760,1096,885,1095,,,,,,
470,1120,615,795,810,992,,,,,,
600,1255,600,787,980,1180,,,,,,
1050,1040,450,1020,765,839,,,,,,
585,1048,520,870,545,950,,,,,,
810,980,520,910,845,1085,,,,,,
840,1245,480,1020,804,947,,,,,,
600,1020,630,770,510,1080,,,,,,
900,575,510,1190,585,1000,,,,,,
765,740,930,1100,755,1070,,,,,,
990,950,500,895,650,990,,,,,,
680,740,520,935,640,820,,,,,,
525,1045,540,960,640,962,,,,,,
630,1200,600,1070,600,915,,,,,,
450,1110,480,1020,675,950,,,,,,
600,680,600,840,973,1040,,,,,,
1125,920,510,840,770,1050,,,,,,
570,990,605,1045,750,875,,,,,,
810,990,1050,1320,730,990,,,,,,
630,870,780,960,765,929,,,,,,
840,1180,525,630,615,1185,,,,,,
1105,1110,780,870,545,925,,,,,,
1230,925,540,1045,575,975,,,,,,
1290,1155,540,1095,660,900,,,,,,
690,1260,510,925,545,950,,,,,,
810,930,,,532,915,,,,,,
1200,940,,,660,950,,,,,,
1240,960,,,885,965,,,,,,
660,855,,,765,1170,,,,,,
750,870,,,965,1360,,,,,,
660,1080,,,657,919,,,,,,
870,765,,,660,942,,,,,,
750,1410,,,550,1010,,,,,,
854,1130,,,915,1350,,,,,,
960,795,,,685,1035,,,,,,
345,870,,,615,750,,,,,,
600,895,,,525,940,,,,,,
600,1370,,,430,1035,,,,,,
675,540,,,545,985,,,,,,
450,892,,,550,930,,,,,,
405,1057,,,540,945,,,,,,
1080,910,,,560,945,,,,,,
420,1100,,,515,940,,,,,,
1170,995,,,780,970,,,,,,
540,1327,,,645,705,,,,,,
585,1290,,,855,1320,,,,,,
810,1380,,,655,952,,,,,,
535,1148,,,1040,1245,,,,,,
750,820,,,710,970,,,,,,
675,980,,,695,1010,,,,,,
660,1395,,,930,1434,,,,,,
625,700,,,540,850,,,,,,
750,697,,,680,1048,,,,,,
930,525,,,720,1055,,,,,,
630,1325,,,915,1120,,,,,,
900,1010,,,1025,1290,,,,,,
495,695,,,640,700,,,,,,
610,1270,,,975,1220,,,,,,
780,455,,,830,945,,,,,,
490,1240,,,500,1025,,,,,,
1110,641,,,925,978,,,,,,
745,625,,,950,1118,,,,,,
930,860,,,550,950,,,,,,
660,1080,,,630,805,,,,,,
690,965,,,671,1189,,,,,,
960,1320,,,1150,1420,,,,,,
630,1040,,,680,985,,,,,,
1050,980,,,565,950,,,,,,
600,1095,,,1145,1295,,,,,,
630,790,,,770,1230,,,,,,
1140,635,,,630,960,,,,,,
540,730,,,1105,1320,,,,,,
660,1140,,,1070,1369,,,,,,
750,495,,,635,1010,,,,,,
390,645,,,725,975,,,,,,
580,1205,,,330,440,,,,,,
690,1145,,,795,1142,,,,,,
1200,1040,,,855,940,,,,,,
755,1030,,,520,940,,,,,,
600,1160,,,640,970,,,,,,
535,1175,,,781,1305,,,,,,
1032,1015,,,1030,1270,,,,,,
690,1010,,,1065,1140,,,,,,
990,780,,,525,1035,,,,,,
630,885,,,715,1010,,,,,,
690,555,,,565,1095,,,,,,
780,695,,,535,935,,,,,,
630,890,,,525,925,,,,,,
990,1295,,,700,1275,,,,,,
570,1215,,,1010,1270,,,,,,
690,1337,,,570,990,,,,,,
810,730,,,960,1100,,,,,,
660,1240,,,1062,1280,,,,,,
630,1065,,,630,1030,,,,,,
450,610,,,635,993,,,,,,
510,1080,,,735,850,,,,,,
550,920,,,535,1135,,,,,,
860,1040,,,795,950,,,,,,
600,725,,,545,875,,,,,,
720,1005,,,1000,1470,,,,,,
600,1350,,,740,1200,,,,,,
540,1005,,,630,1050,,,,,,
600,695,,,568,965,,,,,,
840,940,,,545,940,,,,,,
1100,1335,,,925,975,,,,,,
630,1050,,,560,680,,,,,,
1125,940,,,693,1080,,,,,,
375,645,,,810,1255,,,,,,
940,1215,,,700,790,,,,,,
540,906,,,650,1090,,,,,,
750,460,,,821,949,,,,,,
1110,1290,,,557,940,,,,,,
1200,670,,,540,940,,,,,,
630,1010,,,530,942,,,,,,
660,843,,,905,970,,,,,,
955,1225,,,630,1275,,,,,,
660,435,,,572,690,,,,,,
1077,1220,,,615,990,,,,,,
500,770,,,605,945,,,,,,
510,1220,,,550,1130,,,,,,
600,750,,,895,1095,,,,,,
840,930,,,580,955,,,,,,
810,915,,,570,1350,,,,,,
660,730,,,493,950,,,,,,
1085,920,,,695,765,,,,,,
570,1050,,,535,930,,,,,,
555,975,,,816,975,,,,,,
390,1050,,,750,1290,,,,,,
750,1030,,,725,1290,,,,,,
540,660,,,990,1115,,,,,,
480,470,,,960,1160,,,,,,
660,1130,,,750,1230,,,,,,
660,825,,,810,970,,,,,,
1050,655,,,750,1135,,,,,,
600,660,,,660,935,,,,,,
480,1230,,,930,1155,,,,,,
560,1050,,,915,1210,,,,,,
720,679,,,525,925,,,,,,
660,522,,,630,960,,,,,,
615,980,,,520,945,,,,,,
600,765,,,600,750,,,,,,
900,820,,,550,1235,,,,,,
935,760,,,520,950,,,,,,
1200,615,,,678,986,,,,,,
360,860,,,670,900,,,,,,
845,649,,,910,1015,,,,,,
840,864,,,535,680,,,,,,
405,1050,,,806,1095,,,,,,
555,1035,,,645,820,,,,,,
990,935,,,950,1115,,,,,,
690,757,,,980,1400,,,,,,
690,925,,,517,1065,,,,,,
735,750,,,680,1100,,,,,,
1125,663,,,1085,1120,,,,,,
630,1020,,,930,1090,,,,,,
900,930,,,645,850,,,,,,
960,1020,,,480,1070,,,,,,
1020,990,,,930,1260,,,,,,
1010,780,,,747,926,,,,,,
420,1307,,,735,1030,,,,,,
330,810,,,850,910,,,,,,
540,680,,,680,880,,,,,,
660,1078,,,733,866,,,,,,
810,685,,,540,1110,,,,,,
1200,698,,,587,955,,,,,,
645,670,,,550,955,,,,,,
1140,900,,,1000,1095,,,,,,
600,1225,,,660,940,,,,,,
420,1370,,,994,1120,,,,,,
510,1065,,,545,952,,,,,,
720,605,,,923,1005,,,,,,
790,430,,,565,990,,,,,,
915,1305,,,725,1290,,,,,,
600,1195,,,1005,1170,,,,,,
600,750,,,670,910,,,,,,
450,910,,,560,1100,,,,,,
1155,1020,,,600,900,,,,,,
600,1006,,,470,955,,,,,,
530,728,,,1125,1365,,,,,,
660,1417,,,850,1030,,,,,,
600,865,,,585,750,,,,,,
585,635,,,810,1355,,,,,,
675,610,,,930,1130,,,,,,
360,1035,,,1030,1273,,,,,,
900,725,,,525,935,,,,,,
540,890,,,,,,,,,,
920,660,,,,,,,,,,
630,1385,,,,,,,,,,
600,985,,,,,,,,,,
690,885,,,,,,,,,,
690,765,,,,,,,,,,
630,1100,,,,,,,,,,
390,1290,,,,,,,,,,
480,885,,,,,,,,,,
675,590,,,,,,,,,,
780,1035,,,,,,,,,,
810,840,,,,,,,,,,
840,1225,,,,,,,,,,
510,1130,,,,,,,,,,
555,820,,,,,,,,,,
660,1320,,,,,,,,,,
600,670,,,,,,,,,,
480,815,,,,,,,,,,
540,1274,,,,,,,,,,
1160,1120,,,,,,,,,,
1130,975,,,,,,,,,,
640,1050,,,,,,,,,,
660,760,,,,,,,,,,
900,860,,,,,,,,,,
330,1515,,,,,,,,,,
540,636,,,,,,,,,,
1065,765,,,,,,,,,,
807,1060,,,,,,,,,,
1080,945,,,,,,,,,,
520,1400,,,,,,,,,,
600,960,,,,,,,,,,
420,965,,,,,,,,,,
450,1185,,,,,,,,,,
570,845,,,,,,,,,,
600,600,,,,,,,,,,
1222,1035,,,,,,,,,,
540,650,,,,,,,,,,
705,1290,,,,,,,,,,
465,1130,,,,,,,,,,
525,1365,,,,,,,,,,
990,1095,,,,,,,,,,
660,760,,,,,,,,,,
530,1140,,,,,,,,,,
660,1290,,,,,,,,,,
840,805,,,,,,,,,,
640,830,,,,,,,,,,
660,1050,,,,,,,,,,
1080,710,,,,,,,,,,
705,810,,,,,,,,,,
1055,1035,,,,,,,,,,
600,635,,,,,,,,,,
570,1350,,,,,,,,,,
630,990,,,,,,,,,,
660,990,,,,,,,,,,
935,870,,,,,,,,,,
645,1185,,,,,,,,,,
1140,1155,,,,,,,,,,
510,1350,,,,,,,,,,
630,1390,,,,,,,,,,
600,800,,,,,,,,,,
495,1255,,,,,,,,,,
675,840,,,,,,,,,,
1210,1235,,,,,,,,,,
495,1545,,,,,,,,,,
465,1055,,,,,,,,,,
780,1050,,,,,,,,,,
500,790,,,,,,,,,,
1050,815,,,,,,,,,,
480,1040,,,,,,,,,,
690,980,,,,,,,,,,
580,820,,,,,,,,,,
570,1160,,,,,,,,,,
805,985,,,,,,,,,,
780,1050,,,,,,,,,,
550,750,,,,,,,,,,
840,740,,,,,,,,,,
390,920,,,,,,,,,,
690,710,,,,,,,,,,
390,1065,,,,,,,,,,
590,1235,,,,,,,,,,
