,config,strategy,model,version,wait_time
260,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
261,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
262,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
263,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
264,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,1.0
265,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
266,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.75
267,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,19.25
268,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
269,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
270,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
271,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,2.0
272,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
273,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
274,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
275,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
276,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
277,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
278,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.5
279,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
280,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
281,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
282,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
283,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
284,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
285,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
286,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
287,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
288,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
289,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
290,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,5.25
291,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
292,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
293,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
294,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
295,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
296,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
297,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
298,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
299,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
300,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
301,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.75
302,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
303,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
304,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
305,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
306,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
307,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
308,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
309,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
310,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
311,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
312,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
313,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
314,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
315,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
316,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
317,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
318,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
319,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
320,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
321,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
322,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
323,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.5
324,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
325,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.75
326,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
327,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
328,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
329,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
330,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.25
331,Config 2,Uncoordinated,Config 2 - Uncoordinated Charging,norm_w_sum,0.0
332,Config 2,Opportunistic,Config 2 - Opportunistic Charging,norm_w_sum,7.5
333,Config 2,Opportunistic,Config 2 - Opportunistic Charging,norm_w_sum,7.25
