,investment_cost,avg_p_peak,avg_papr,avg_daily_peak_increase,total_cost_per_user,avg_soc_t_dep_percent,lowest_soc_percent,highest_soc_percent,soc_range,num_cp,p_cp_rated,avg_num_charging_days,economic_weight,technical_weight,social_weight,objective_value,mip_gap
config_2_flexible,200.0,16.242616605714282,2.078534891099992,1.0133620762399218,23.88774921801516,63.27784060470461,21.549221806268346,99.99999999999997,78.45077819373162,1.0,2.4,2.8,1.0,0.0,0.0,2230.0293773666212,0.0
config_2_flexible,200.0,16.242616605714282,2.0679162876865473,1.0109184083826395,24.563765467969212,80.11092687842086,38.805950350627086,100.0,61.194049649372914,1.0,2.4,2.8,0.9,0.0,0.1,2061.8879272589793,0.5381180149028523
config_2_flexible,200.0,16.242616605714268,2.070697172018647,1.010918408382638,24.102390382781813,77.99916869605786,38.805950350627086,99.99999999999997,61.194049649372886,1.0,2.4,2.8,0.8,0.1,0.1,1858.0800157099084,0.8352087875739918
config_2_flexible,200.0,16.345641157142854,2.0723066732692526,1.019484584044821,26.791448826464215,84.46501532290482,43.475406663989915,100.0,56.524593336010085,1.0,2.4,2.8,0.8,0.0,0.2,1878.2281437802008,0.6762994494142508
config_2_flexible,200.0,16.156902319999997,2.058530022127005,1.0057702684492191,24.054712120023865,80.21593240459381,38.80595035062713,100.0,61.19404964937287,1.0,2.4,2.8,0.7000000000000001,0.2,0.1,1644.8147541353476,0.7961946922881094
config_2_flexible,200.0,16.24580251914812,2.0654848880713352,1.0112005882109605,24.86597308572052,82.2090601298638,43.47540666398994,100.0,56.52459333601006,1.0,2.4,2.8,0.7000000000000001,0.1,0.2,1673.2534308198913,0.8083605776710601
config_2_flexible,200.0,16.242616605714282,2.0583107262779565,1.0133620762399218,26.719200827578344,84.58515713379484,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.7000000000000001,0.0,0.3,1687.3924799210838,0.6196368160414264
config_2_flexible,200.0,16.156902319999983,2.0572610799153197,1.0057702684492178,24.2189554444654,79.01784626830278,38.805950350627086,100.0,61.194049649372914,1.0,2.4,2.8,0.6000000000000001,0.30000000000000004,0.1,1437.1802525722514,0.7628280821066508
config_2_flexible,200.0,16.30104017752822,2.066695798120216,1.0168710913428527,26.60348600991218,84.72526353550651,51.50598674610178,100.0,48.49401325389822,1.0,2.4,2.8,0.6000000000000001,0.2,0.2,1461.5364630734966,0.851257053749915
config_2_flexible,200.0,16.16860583632923,2.0471802165635213,1.0068068616577663,26.719200827578483,84.45726871836638,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.6000000000000001,0.1,0.3,1481.0703721619125,0.8404192988424912
config_2_flexible,200.0,16.32833089142857,2.067188343695265,1.0176588507720365,26.719200827578355,84.55610193069725,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.6000000000000001,0.0,0.4,1501.7944280899553,0.8737438474747009
config_2_flexible,200.0,16.071188034285715,2.050521789899045,1.0,23.93310921802022,69.89460067883576,34.90865432392754,100.0,65.09134567607245,1.0,2.4,2.8,0.5,0.5,0.0,1184.0884600178836,0.35747192197674693
config_2_flexible,200.0,16.2212693965531,2.065804553692072,1.0096275550510323,24.345981801177906,80.21861689253208,51.505986746101826,100.0,48.494013253898174,1.0,2.4,2.8,0.5,0.4,0.1,1225.9638155687535,0.8323412155541996
config_2_flexible,200.0,16.216786246887235,2.0572053918187176,1.0110742531804904,26.13240099276311,83.78009894903859,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.5,0.30000000000000004,0.2,1252.6345317493926,0.872794445649518
config_2_flexible,200.0,16.29573234636293,2.065875258653539,1.0156229274754012,26.791448826464567,84.84884456361381,43.475406663989965,100.0,56.524593336010035,1.0,2.4,2.8,0.5,0.2,0.3,1275.822188768006,0.8879877478956234
config_2_flexible,200.0,16.328330891428568,2.07000856099384,1.018510216173342,26.744440347157287,84.63775381765798,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.5,0.1,0.4,1296.9212181938549,0.4799070591261268
config_2_flexible,200.0,16.242616605714282,2.0581455293535984,1.0133620762399218,26.71920082757819,84.61839428950076,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.5,0.0,0.5,1316.196376258836,0.7642267678040899
config_2_flexible,200.0,16.236221541199615,2.067719219273141,1.010534310367584,24.13398276715477,80.7768325009887,38.805950350627135,100.0,61.194049649372865,1.0,2.4,2.8,0.4,0.5,0.1,1017.3863518646529,0.85626979717392
config_2_flexible,200.0,16.23643600149471,2.060692481837202,1.0128146533818252,25.956972071482276,83.64278319553941,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.4,0.4,0.2,1045.2315608944614,0.8264158645622528
config_2_flexible,200.0,16.30104017752822,2.0660852588565994,1.0168710913428527,26.789800347156945,84.82676323985714,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.4,0.30000000000000004,0.3,1068.435775052679,0.8986459263954062
config_2_flexible,200.0,16.242616605714282,2.0581963533245387,1.0133620762399218,26.71272082757705,84.55109411361782,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.4,0.2,0.4,1090.8249287450155,0.8884178363694926
config_2_flexible,200.0,16.229808194703498,2.056345574812289,1.0122276213041093,26.7120769597508,84.58682249651069,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.4,0.1,0.5,1109.9332926060229,0.13084834308880441
config_2_flexible,200.0,16.32833089142857,2.0671893117309414,1.0176588507720365,26.719200827577982,84.55053007631632,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.4,0.0,0.6,1130.5983244277145,0.8387494431202439
config_2_flexible,200.0,16.249727196992048,2.071537991971958,1.0117305210343235,23.982909067231848,79.46590973544548,38.805950350627086,100.0,61.194049649372914,1.0,2.4,2.8,0.30000000000000004,0.6000000000000001,0.1,808.6771996209036,0.8742680653419661
config_2_flexible,200.0,16.156902319999997,2.048528503480633,1.0057702684492191,25.95697207148303,83.6512168523206,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.30000000000000004,0.5,0.2,837.7362478582393,0.8541338454227968
config_2_flexible,200.0,16.232978015342795,2.056565441184945,1.012508375776062,26.764560827578133,84.60409418139298,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.30000000000000004,0.4,0.3,859.387879791039,0.7699879633525194
config_2_flexible,200.0,16.242616605714282,2.057914995879728,1.0133620762399218,26.764560827578542,84.60716815979741,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.30000000000000004,0.30000000000000004,0.4,881.3102212020666,0.8666309540148273
config_2_flexible,200.0,16.214670981690777,2.0538928039062414,1.010886901834515,26.764560827578457,84.59033177880893,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.30000000000000004,0.2,0.5,902.4964395113549,0.516591405482151
config_2_flexible,200.0,16.232978015342795,2.056734630101848,1.012508375776062,26.71920082757847,84.61689085205062,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.30000000000000004,0.1,0.6,923.6247194191824,0.650244233291489
config_2_flexible,200.0,16.32833089142857,2.0649804422992424,1.0176588507720365,27.236498102266815,84.80001110024375,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.30000000000000004,0.0,0.7,944.9079303924307,0.4499112524545372
config_2_flexible,200.0,16.071188034285715,2.0500427019300527,1.0,23.933109218021404,70.35517682732286,31.812973849481814,100.0,68.1870261505182,1.0,2.4,2.8,0.2,0.8,0.0,553.6145527433263,0.7424878350659286
config_2_flexible,200.0,16.156902319999997,2.05906125370248,1.0057702684492191,23.973473991044497,78.4673674699398,38.805950350627086,100.0,61.194049649372914,1.0,2.4,2.8,0.2,0.7000000000000001,0.1,600.0079441620014,0.8897883276590977
config_2_flexible,200.0,16.242616605714286,2.060121784822703,1.0109184083826395,26.03514310723445,84.02006492292658,38.80595035062713,100.0,61.19404964937287,1.0,2.4,2.8,0.2,0.6000000000000001,0.2,630.4208106703219,0.8566056172592724
config_2_flexible,200.0,16.232978015342795,2.0565063799586043,1.012508375776062,26.764560827578446,84.60335627391619,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.2,0.5,0.3,652.3362300843141,0.8881608899621214
config_2_flexible,200.0,16.168605836329146,2.046963199515506,1.0068068616577586,26.836808826464228,84.2926927150795,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.2,0.4,0.4,674.67554510679,0.8644532017265387
config_2_flexible,200.0,16.22179789111918,2.055041183134353,1.011518139977274,26.764560827578322,84.5594677091366,49.76376539984339,100.0,50.23623460015661,1.0,2.4,2.8,0.2,0.30000000000000004,0.5,695.4040148612081,0.8325527633434172
config_2_flexible,400.0,16.071188034285715,2.0332559051489523,1.0,28.72874896664148,90.02813814665157,51.505986746101826,100.0,48.494013253898174,2.0,2.4,2.8,0.2,0.2,0.6,712.8774488808345,0.41189643627410716
config_2_flexible,400.0,16.071188034285715,2.0327587215058416,1.0,28.852252945968893,90.10928933188379,51.505986746101826,100.0,48.494013253898174,2.0,2.4,2.8,0.2,0.1,0.7,729.1268903650675,0.0
config_2_flexible,400.0,16.331413364,2.063946555410341,1.0161103293888478,28.761532945969055,89.84519899481252,51.505986746101826,100.0,48.494013253898174,2.0,2.4,2.8,0.2,0.0,0.8,745.1223738420524,0.4372717881165501
config_2_flexible,200.0,16.071188034285715,2.0504330160548156,1.0,23.93310921802169,70.41385067471585,36.59946297165391,100.0,63.40053702834609,1.0,2.4,2.8,0.1,0.9,0.0,342.0973022942293,0.7774784031791413
config_2_flexible,400.0,16.08338568446175,2.0480406225759267,1.0010803591824045,25.954468092759008,84.44304990320084,49.76376539984339,100.0,50.23623460015661,2.0,2.4,2.8,0.1,0.8,0.1,390.70959797466105,0.8454838407179242
config_2_flexible,400.0,16.071188034285715,2.0374584344955453,1.0,27.64229750311909,88.03348827556444,49.76376539984339,100.0,50.23623460015661,2.0,2.4,2.8,0.1,0.7000000000000001,0.2,414.96843494034295,0.8497786643703736
config_2_flexible,400.0,16.071188034285715,2.0344388567891394,1.0,28.409892585254738,89.9517836731038,51.505986746101826,100.0,48.494013253898174,2.0,2.4,2.8,0.1,0.6000000000000001,0.3,432.86544685352914,0.6925332291482353
config_2_flexible,400.0,16.071188034285697,2.0339193240894136,0.9999999999999984,28.57279529058327,90.27174198030126,51.50598674610184,100.0,48.49401325389816,2.0,2.4,2.8,0.1,0.5,0.4,449.8557444457427,0.1392502931809447
config_2_flexible,400.0,16.071188034285715,2.033919324089417,1.0,28.572795290583194,89.93050654262281,51.505986746101826,100.0,48.494013253898174,2.0,2.4,2.8,0.1,0.4,0.5,466.5202569990129,0.7469126843393249
config_2_flexible,400.0,16.071188034285715,2.033705327457666,1.0,28.617474602260067,89.96902132614866,51.505986746101826,100.0,48.494013253898174,2.0,2.4,2.8,0.1,0.30000000000000004,0.6,483.00741777439816,0.7435138061214338
config_2_flexible,400.0,16.071188034285715,2.033255905148951,1.0,28.72874896664174,90.03550204551368,51.505986746101826,100.0,48.494013253898174,2.0,2.4,2.8,0.1,0.2,0.7,499.27314979981287,0.26059546999215183
config_2_flexible,400.0,16.071188034285715,2.032758721505842,1.0,28.852252945969024,90.10928933188228,51.505986746101826,100.0,48.494013253898174,2.0,2.4,2.8,0.1,0.1,0.8,515.4220400945302,0.29989968108416903
config_2_flexible,400.0,16.328330891428568,2.066838980689426,1.0181867997597835,28.761532945969197,89.90749356753828,51.505986746101826,100.0,48.494013253898174,2.0,2.4,2.8,0.1,0.0,0.9,531.4628835715074,0.7283668683840472
config_2_flexible,6000.0,16.071188034285715,2.0513383727447208,1.0,28.629058744072637,73.75220548414086,25.55968958900775,100.0,74.44031041099225,4.0,7.2,2.8,0.0,1.0,0.0,118.16080940955145,0.46349606182425507
config_2_flexible,6000.0,16.071188034285715,2.044181754881801,1.0,29.55030595724664,86.80354445019076,49.76376539984339,100.0,50.23623460015661,4.0,7.2,2.8,0.0,0.9,0.1,153.5827513080489,0.8790229634549421
config_2_flexible,6000.0,16.071188034285715,2.037740897817576,1.0,30.758640453827383,90.1737234753426,49.76376539984339,100.0,50.23623460015661,4.0,7.2,2.8,0.0,0.8,0.2,175.85828570823656,0.12840711601482122
config_2_flexible,6000.0,16.071188034285715,2.0322631988782263,1.0,31.977807628316704,91.93660893322915,49.76376539984339,100.0,50.23623460015661,4.0,7.2,2.8,0.0,0.7000000000000001,0.3,192.20736676307126,0.12552799906742634
config_2_flexible,6000.0,16.071188034285715,2.031838873814063,1.0,31.911036444143527,92.38673414670632,49.76376539984339,100.0,50.23623460015661,4.0,7.2,2.8,0.0,0.6000000000000001,0.4,206.14793129498787,0.7794090151992685
config_2_flexible,6000.0,16.071188034285697,2.0320275795041787,0.9999999999999984,31.911499026014713,92.65495003457124,49.76376539984339,100.0,50.23623460015661,4.0,7.2,2.8,0.0,0.5,0.5,219.2426128061398,0.0
config_2_flexible,6000.0,16.071188034285715,2.0319650775680174,1.0,31.926808043343357,92.6805108213437,49.76376539984339,100.0,50.23623460015661,4.0,7.2,2.8,0.0,0.4,0.6,232.70572227432234,0.6472125072232435
config_2_flexible,6000.0,16.071188034285715,2.031965077568014,1.0,31.926808043344124,92.68051082134748,49.76376539984339,100.0,50.23623460015661,4.0,7.2,2.8,0.0,0.30000000000000004,0.7,245.40953902413256,0.0
