,investment_cost,avg_p_peak,avg_papr,avg_daily_peak_increase,total_cost_per_user,avg_soc_t_dep_percent,lowest_soc_percent,highest_soc_percent,soc_range,num_cp,p_cp_rated,avg_num_charging_days,economic_weight,technical_weight,social_weight,objective_value,mip_gap
config_1_opportunistic,1000.0,16.4341437063519,2.105795894392961,1.0259712787926474,30.024735519391527,69.44607478742329,24.734972321938965,100.0,75.26502767806103,5.0,1.3,4.6,1.0,0.0,0.0,3060.7143088735174,8.914533765560722e-14
config_1_opportunistic,1000.0,16.31926013971699,2.079513291322544,1.0165606903446502,30.96006257855305,93.09352380703523,68.84711734095407,100.0,31.15288265904593,5.0,2.4,6.2,0.9,0.0,0.1,2784.1209769771044,0.0
config_1_opportunistic,1000.0,16.071188034285697,2.0500221291552347,0.9999999999999984,30.776305148704267,92.70504424739,66.97757074096249,100.0,33.02242925903751,5.0,2.4,6.2,0.8,0.1,0.1,2490.7332807967314,0.0
config_1_opportunistic,1000.0,16.330124134786935,2.071261798262589,1.017503397710754,32.98641961900216,96.68690052989251,72.87370769121932,100.0,27.126292308780677,5.0,2.4,6.6,0.8,0.0,0.2,2499.7832751257683,5.457441315950691e-14
config_1_opportunistic,1000.0,16.071188034285697,2.0500221291552347,0.9999999999999984,30.776305148704175,92.70504424739005,66.97757074096249,100.0,33.02242925903751,5.0,2.4,6.2,0.7000000000000001,0.2,0.1,2197.2902981473685,0.0
config_1_opportunistic,1000.0,16.071188034285715,2.0395938761336767,1.0,32.98641961900212,96.68891741586523,72.87370769121932,100.0,27.126292308780677,5.0,2.4,6.4,0.7000000000000001,0.1,0.2,2206.426335940414,4.1220261332009824e-14
config_1_opportunistic,1000.0,16.330124134786935,2.0712667925841974,1.017503397710754,32.986419619002135,96.69193463596112,72.87370769121932,100.0,27.126292308780677,5.0,2.4,6.6,0.7000000000000001,0.0,0.3,2211.913548002868,0.0
config_1_opportunistic,1000.0,16.071188034285715,2.049027561069208,1.0,31.00051403453537,92.67475570921052,66.97757074096249,100.0,33.02242925903751,5.0,2.4,6.2,0.6000000000000001,0.30000000000000004,0.1,1903.7590290298567,4.777362512294431e-14
config_1_opportunistic,1000.0,16.071188034285697,2.0395938761336745,0.9999999999999984,32.98641961900205,96.68891741586523,72.87370769121932,100.0,27.126292308780677,5.0,2.4,6.4,0.6000000000000001,0.2,0.2,1913.0465967550597,2.0205218676280068e-13
config_1_opportunistic,1000.0,16.15690232000035,2.0498523170184866,1.0057702684492422,32.98641961900186,96.71920595404482,72.87370769121932,100.0,27.126292308780677,5.0,2.4,6.4,0.6000000000000001,0.1,0.3,1918.564075625869,0.0
config_1_opportunistic,1000.0,16.3222089370288,2.0685973433698535,1.0167461805220979,33.364272671996545,96.8471327070034,76.96199896244532,100.0,23.03800103755468,5.0,2.4,6.8,0.6000000000000001,0.0,0.4,1923.7529340058375,2.6002407956488246e-13
config_1_opportunistic,1000.0,16.071188034285697,2.049694357593347,0.9999999999999984,30.112864405222826,75.7033215012125,36.137602434771324,100.0,63.862397565228676,5.0,2.4,4.6,0.5,0.5,0.0,1589.7262452601674,8.581616216797914e-14
config_1_opportunistic,1000.0,16.071188034285697,2.0479859485869327,0.9999999999999984,31.148844804444927,92.99678008623864,68.01246603794765,100.0,31.987533962052353,5.0,2.4,6.4,0.5,0.4,0.1,1609.793564251536,9.887079706661864e-14
config_1_opportunistic,1000.0,16.071188034285715,2.0386698776100785,1.0,33.21062850483315,96.68891741586518,72.87370769121932,100.0,27.126292308780677,5.0,2.4,6.4,0.5,0.30000000000000004,0.2,1619.4704698381438,0.0
config_1_opportunistic,1000.0,16.071188034285697,2.0395938761336745,0.9999999999999984,32.98641961900205,96.68891741586518,72.87370769121932,100.0,27.126292308780677,5.0,2.4,6.4,0.5,0.2,0.3,1625.188269632159,0.0
config_1_opportunistic,1000.0,16.156902320000363,2.048252343425143,1.0057702684492438,33.36427267199643,97.27518863215528,77.33239282665764,100.0,22.66760717334236,5.0,2.4,6.6,0.5,0.1,0.4,1630.351472700553,0.0
config_1_opportunistic,1000.0,16.337466926628668,2.070578622875608,1.0181022790630896,33.37348440363587,97.20225339518522,77.33239282665764,100.0,22.66760717334236,5.0,2.4,6.8,0.5,0.0,0.5,1635.3322592055085,2.2246114125206227e-13
config_1_opportunistic,1000.0,16.071188034285697,2.0479859485869327,0.9999999999999984,31.148844804444927,92.99678008623864,68.01246603794765,100.0,31.987533962052353,5.0,2.4,6.4,0.4,0.5,0.1,1315.7624165433947,0.0
config_1_opportunistic,1000.0,16.071188034285697,2.0395860672803745,0.9999999999999984,32.992900504833216,96.48411507518983,72.87370769121932,100.0,27.126292308780677,5.0,2.4,6.4,0.4,0.4,0.2,1325.674857838011,3.430308330868495e-14
config_1_opportunistic,1000.0,16.071188034285697,2.0386698776100762,0.9999999999999984,33.21062850483322,96.68891741586523,72.87370769121932,100.0,27.126292308780677,5.0,2.4,6.4,0.4,0.30000000000000004,0.3,1331.5000382723276,0.0
config_1_opportunistic,1000.0,16.071188034285697,2.03706990401673,0.9999999999999984,33.588481557827684,97.24490009397563,77.33239282665764,100.0,22.66760717334236,5.0,2.4,6.6,0.4,0.2,0.4,1336.878888919461,1.360623926836081e-13
config_1_opportunistic,1000.0,16.156902319999997,2.0482135742620486,1.0057702684492191,33.37348440363572,97.28676983365352,77.33239282665764,100.0,22.66760717334236,5.0,2.4,6.6,0.4,0.1,0.5,1341.9290680404035,1.6943792399941218e-14
