timestamp,load
2019-01-01 00:00:00,38.88740832383555
2019-01-01 00:15:00,38.92932547564049
2019-01-01 00:30:00,44.781570785992464
2019-01-01 00:45:00,37.52035847199974
2019-01-01 01:00:00,38.746460495971576
2019-01-01 01:15:00,38.18579866695101
2019-01-01 01:30:00,37.03501478412169
2019-01-01 01:45:00,39.9480624893587
2019-01-01 02:00:00,40.305802267710405
2019-01-01 02:15:00,37.88013429494189
2019-01-01 02:30:00,43.93524709242046
2019-01-01 02:45:00,40.70832519543347
2019-01-01 03:00:00,44.71211449196872
2019-01-01 03:15:00,49.621795645629845
2019-01-01 03:30:00,42.718036466747506
2019-01-01 03:45:00,45.619581554850605
2019-01-01 04:00:00,50.53230308107919
2019-01-01 04:15:00,56.005138118295015
2019-01-01 04:30:00,95.79029472724743
2019-01-01 04:45:00,95.46668106614786
2019-01-01 05:00:00,96.10356197139375
2019-01-01 05:15:00,54.208688546285785
2019-01-01 05:30:00,55.0590914437013
2019-01-01 05:45:00,54.89995799617388
2019-01-01 06:00:00,58.709032442630104
2019-01-01 06:15:00,57.35856501046306
2019-01-01 06:30:00,58.26273586850412
2019-01-01 06:45:00,66.01197208245539
2019-01-01 07:00:00,62.41397839598597
2019-01-01 07:15:00,66.22347720489094
2019-01-01 07:30:00,76.97573906068814
2019-01-01 07:45:00,76.17255645626742
2019-01-01 08:00:00,88.48625078116385
2019-01-01 08:15:00,91.93885111912806
2019-01-01 08:30:00,89.81099092092231
2019-01-01 08:45:00,99.53967276876799
2019-01-01 09:00:00,111.02383915474955
2019-01-01 09:15:00,115.21944894501969
2019-01-01 09:30:00,121.21607748545993
2019-01-01 09:45:00,127.33606708792077
2019-01-01 10:00:00,120.09388949299345
2019-01-01 10:15:00,135.84172656281083
2019-01-01 10:30:00,132.92623706273844
2019-01-01 10:45:00,130.7438755073273
2019-01-01 11:00:00,133.63222323211426
2019-01-01 11:15:00,132.25081665955736
2019-01-01 11:30:00,137.12738863149806
2019-01-01 11:45:00,142.36257871486464
2019-01-01 12:00:00,143.34579065587278
2019-01-01 12:15:00,138.5048913682298
2019-01-01 12:30:00,138.903828375423
2019-01-01 12:45:00,137.60867157365024
2019-01-01 13:00:00,139.0844615323088
2019-01-01 13:15:00,137.35777248297666
2019-01-01 13:30:00,136.2056979498784
2019-01-01 13:45:00,146.82019149642775
2019-01-01 14:00:00,133.8183439266608
2019-01-01 14:15:00,137.3611927471264
2019-01-01 14:30:00,141.67929272617968
2019-01-01 14:45:00,138.47344090527383
2019-01-01 15:00:00,180.0783092782929
2019-01-01 15:15:00,194.51402553677585
2019-01-01 15:30:00,194.95106849423843
2019-01-01 15:45:00,180.10438668531128
2019-01-01 16:00:00,163.40211746519455
2019-01-01 16:15:00,182.11840460513469
2019-01-01 16:30:00,188.0862865444249
2019-01-01 16:45:00,219.2186299746432
2019-01-01 17:00:00,244.17679319243803
2019-01-01 17:15:00,239.72016523627087
2019-01-01 17:30:00,215.82182740578372
2019-01-01 17:45:00,241.78812490325265
2019-01-01 18:00:00,258.82383287067717
2019-01-01 18:15:00,240.264859261069
2019-01-01 18:30:00,235.6789076126124
2019-01-01 18:45:00,220.2177213865882
2019-01-01 19:00:00,206.92606045508725
2019-01-01 19:15:00,212.59978375274457
2019-01-01 19:30:00,212.46310448738532
2019-01-01 19:45:00,240.6828255937086
2019-01-01 20:00:00,274.40883124500624
2019-01-01 20:15:00,246.1523153178441
2019-01-01 20:30:00,252.06784901688476
2019-01-01 20:45:00,268.06327132969795
2019-01-01 21:00:00,250.47967426809552
2019-01-01 21:15:00,211.48466500474123
2019-01-01 21:30:00,173.10948613984542
2019-01-01 21:45:00,157.18025507744406
2019-01-01 22:00:00,158.8783812854765
2019-01-01 22:15:00,150.45365832742158
2019-01-01 22:30:00,152.99847202945705
2019-01-01 22:45:00,153.8541405327634
2019-01-01 23:00:00,147.01139540905834
2019-01-01 23:15:00,147.528360948551
2019-01-01 23:30:00,159.91798982996116
2019-01-01 23:45:00,169.90281741700053
