timestamp,load
2019-01-01 00:00:00,77.7748166476711
2019-01-01 00:15:00,77.85865095128098
2019-01-01 00:30:00,89.56314157198493
2019-01-01 00:45:00,75.04071694399948
2019-01-01 01:00:00,77.49292099194315
2019-01-01 01:15:00,76.37159733390202
2019-01-01 01:30:00,74.07002956824338
2019-01-01 01:45:00,79.8961249787174
2019-01-01 02:00:00,80.61160453542081
2019-01-01 02:15:00,75.76026858988378
2019-01-01 02:30:00,87.87049418484092
2019-01-01 02:45:00,81.41665039086693
2019-01-01 03:00:00,89.42422898393744
2019-01-01 03:15:00,99.24359129125969
2019-01-01 03:30:00,85.43607293349501
2019-01-01 03:45:00,91.23916310970121
2019-01-01 04:00:00,101.06460616215838
2019-01-01 04:15:00,112.01027623659003
2019-01-01 04:30:00,191.58058945449486
2019-01-01 04:45:00,190.9333621322957
2019-01-01 05:00:00,192.2071239427875
2019-01-01 05:15:00,108.41737709257157
2019-01-01 05:30:00,110.1181828874026
2019-01-01 05:45:00,109.79991599234776
2019-01-01 06:00:00,117.41806488526021
2019-01-01 06:15:00,114.71713002092612
2019-01-01 06:30:00,116.52547173700825
2019-01-01 06:45:00,132.02394416491077
2019-01-01 07:00:00,124.82795679197194
2019-01-01 07:15:00,132.44695440978188
2019-01-01 07:30:00,153.95147812137628
2019-01-01 07:45:00,152.34511291253483
2019-01-01 08:00:00,176.9725015623277
2019-01-01 08:15:00,183.87770223825612
2019-01-01 08:30:00,179.62198184184462
2019-01-01 08:45:00,199.07934553753597
2019-01-01 09:00:00,222.0476783094991
2019-01-01 09:15:00,230.43889789003939
2019-01-01 09:30:00,242.43215497091987
2019-01-01 09:45:00,254.67213417584153
2019-01-01 10:00:00,240.1877789859869
2019-01-01 10:15:00,271.68345312562167
2019-01-01 10:30:00,265.8524741254769
2019-01-01 10:45:00,261.4877510146546
2019-01-01 11:00:00,267.2644464642285
2019-01-01 11:15:00,264.5016333191147
2019-01-01 11:30:00,274.25477726299613
2019-01-01 11:45:00,284.7251574297293
2019-01-01 12:00:00,286.69158131174555
2019-01-01 12:15:00,277.0097827364596
2019-01-01 12:30:00,277.807656750846
2019-01-01 12:45:00,275.2173431473005
2019-01-01 13:00:00,278.1689230646176
2019-01-01 13:15:00,274.7155449659533
2019-01-01 13:30:00,272.4113958997568
2019-01-01 13:45:00,293.6403829928555
2019-01-01 14:00:00,267.6366878533216
2019-01-01 14:15:00,274.7223854942528
2019-01-01 14:30:00,283.35858545235936
2019-01-01 14:45:00,276.94688181054767
2019-01-01 15:00:00,360.1566185565858
2019-01-01 15:15:00,389.0280510735517
2019-01-01 15:30:00,389.90213698847685
2019-01-01 15:45:00,360.20877337062257
2019-01-01 16:00:00,326.8042349303891
2019-01-01 16:15:00,364.23680921026937
2019-01-01 16:30:00,376.1725730888498
2019-01-01 16:45:00,438.4372599492864
2019-01-01 17:00:00,488.35358638487605
2019-01-01 17:15:00,479.44033047254175
2019-01-01 17:30:00,431.64365481156744
2019-01-01 17:45:00,483.5762498065053
2019-01-01 18:00:00,517.6476657413543
2019-01-01 18:15:00,480.529718522138
2019-01-01 18:30:00,471.3578152252248
2019-01-01 18:45:00,440.4354427731764
2019-01-01 19:00:00,413.8521209101745
2019-01-01 19:15:00,425.19956750548914
2019-01-01 19:30:00,424.92620897477065
2019-01-01 19:45:00,481.3656511874172
2019-01-01 20:00:00,548.8176624900125
2019-01-01 20:15:00,492.3046306356882
2019-01-01 20:30:00,504.13569803376953
2019-01-01 20:45:00,536.1265426593959
2019-01-01 21:00:00,500.95934853619104
2019-01-01 21:15:00,422.96933000948246
2019-01-01 21:30:00,346.21897227969083
2019-01-01 21:45:00,314.3605101548881
2019-01-01 22:00:00,317.756762570953
2019-01-01 22:15:00,300.90731665484316
2019-01-01 22:30:00,305.9969440589141
2019-01-01 22:45:00,307.7082810655268
2019-01-01 23:00:00,294.0227908181167
2019-01-01 23:15:00,295.056721897102
2019-01-01 23:30:00,319.8359796599223
2019-01-01 23:45:00,339.80563483400107
